,index,y,lables
6384,6384,0.426232,3
6385,6385,0.42879,3
6386,6386,0.426232,3
6387,6387,0.427511,3
6388,6388,0.427511,3
6389,6389,0.426232,3
6390,6390,0.427511,3
6391,6391,0.427511,3
6392,6392,0.427511,3
6393,6393,0.427511,3
6394,6394,0.427511,3
6395,6395,0.426232,3
6396,6396,0.42879,3
6397,6397,0.430069,3
6398,6398,0.430069,3
6399,6399,0.422394,3
6400,6400,0.427511,3
6401,6401,0.427511,3
6402,6402,0.42879,3
6403,6403,0.42879,3
6404,6404,0.427511,3
6405,6405,0.42879,3
6406,6406,0.42879,3
6407,6407,0.42879,3
6408,6408,0.430069,3
6409,6409,0.430069,3
6410,6410,0.430069,3
6411,6411,0.42879,3
6412,6412,0.42879,3
6413,6413,0.430069,3
6414,6414,0.431348,3
6415,6415,0.430069,3
6416,6416,0.430069,3
6417,6417,0.430069,3
6418,6418,0.42879,3
6419,6419,0.42879,3
6420,6420,0.430069,3
6421,6421,0.427511,3
6422,6422,0.426232,3
6423,6423,0.427511,3
6424,6424,0.427511,3
6425,6425,0.427511,3
6426,6426,0.42879,3
6427,6427,0.427511,3
6428,6428,0.426232,3
6429,6429,0.427511,3
6430,6430,0.42879,3
6431,6431,0.42879,3
6432,6432,0.427511,3
6433,6433,0.424952,3
6434,6434,0.426232,3
6435,6435,0.426232,3
6436,6436,0.426232,3
6437,6437,0.42879,3
6438,6438,0.42879,3
6439,6439,0.42879,3
6440,6440,0.427511,3
6441,6441,0.430069,3
6442,6442,0.42879,3
6443,6443,0.427511,3
6444,6444,0.424952,3
6445,6445,0.427511,3
6446,6446,0.426232,3
6447,6447,0.427511,3
6448,6448,0.42879,3
6449,6449,0.427511,3
6450,6450,0.430069,3
6451,6451,0.42879,3
6452,6452,0.430069,3
6453,6453,0.430069,3
6454,6454,0.430069,3
6455,6455,0.427511,3
6456,6456,0.42879,3
6457,6457,0.427511,3
6458,6458,0.427511,3
6459,6459,0.430069,3
6460,6460,0.426232,3
6461,6461,0.430069,3
6462,6462,0.427511,3
6463,6463,0.427511,3
6464,6464,0.427511,3
6465,6465,0.42879,3
6466,6466,0.426232,3
6467,6467,0.426232,3
6468,6468,0.427511,3
6469,6469,0.430069,3
6470,6470,0.42879,3
6471,6471,0.42879,3
6472,6472,0.42879,3
6473,6473,0.42879,3
6474,6474,0.431348,3
6475,6475,0.427511,3
6476,6476,0.42879,3
6477,6477,0.426232,3
6478,6478,0.427511,3
