,Unnamed: 0ECG,meanHrECG,medianHrECG,stdHrECG,varHrECG,meanHrvECG,medianHrvECG,stdHrvECG,varHrvECG,rmssdECG,sdnnECG,nn50ECG,pnn50ECG,mrriECG,mhrECG,Unnamed: 0EDA,meanEDA,stdEDA,rangeEDA,maxEDA,minEDA,slopeEDA,labelEDA,endEDA,startEDA,Unnamed: 0EDAwrist,meanEDAwrist,stdEDAwrist,rangeEDAwrist,maxEDAwrist,minEDAwrist,slopeEDAwrist,labelEDAwrist,endEDAwrist,startEDAwrist,stress,amuse,subject
0,0.0,129.4896703519033,131.8684568521914,8.670396040618721,75.17576750117682,465.62358276644,455.0,33.961403630658396,1153.3769365644973,10.559066130630134,34.09697863531332,0.0,0.0,465.62358276644,129.4896703519033,0,1.6136715506673045,0.025424864822942657,0.09854104193924274,1.6666415872929332,1.5681005453536905,-9.1786229039673e-07,2,42000.0,0.0,0,2.178187861904762,0.10816906360963698,0.45027000000000017,2.415195,1.964925,-0.0008527833333333338,2,420.0,0.0,1,0,10
1,1.0,129.48140812056928,131.6614420062696,8.636691128366001,74.592433646796,465.63554555680537,455.71428571428567,33.827699597446646,1144.313260055092,10.517851608666913,33.9616712092525,0.0,0.0,465.63554555680537,129.48140812056928,1,1.6135175141098634,0.025521379473836238,0.09854104193924274,1.6666415872929332,1.5681005453536905,-8.64485662501931e-07,2,42175.0,175.0,1,2.177322897619048,0.10774250868109883,0.45027000000000017,2.415195,1.964925,-0.0008405999999999997,2,421.0,1.0,1,0,10
2,2.0,129.5428547688692,131.8684568521914,8.643201049602588,74.70492438385128,465.41950113378687,455.0,33.87428762129556,1147.4673618502575,10.559066130630134,34.00951485606726,0.0,0.0,465.41950113378687,129.5428547688692,2,1.6133581142243023,0.025612306860344256,0.09854104193924274,1.6666415872929332,1.5681005453536905,-8.806998193557373e-07,2,42350.0,350.0,2,2.17647925,0.10736336059758256,0.45027000000000017,2.415195,1.964925,-0.0008741047619047619,2,422.0,2.0,1,0,10
3,3.0,129.51002232445572,131.6614420062696,8.61699023893923,74.25252077797397,465.52305961754786,455.71428571428567,33.76067912642035,1139.7834550771145,10.566248654333405,33.894385309579434,0.0,0.0,465.52305961754786,129.51002232445572,3,1.6131969396217356,0.025713512475636958,0.09854104193924274,1.6666415872929332,1.5681005453536905,-9.267070017683766e-07,2,42525.0,525.0,3,2.1756173285714286,0.10689556323966573,0.43875699999999984,2.403682,1.964925,-0.0008314642857142859,2,423.0,3.0,1,0,10
4,4.0,129.57448850768958,131.8684568521914,8.620558486738581,74.31402862328055,465.2947845804989,455.0,33.796618913164856,1142.2114499616928,10.605350978999004,33.93153609198066,0.0,0.0,465.2947845804989,129.57448850768958,4,1.6130375948438234,0.025803483037829568,0.09854104193924274,1.6666415872929332,1.5681005453536905,-8.835390017806254e-07,2,42700.0,700.0,4,2.1750295166666667,0.10632413119023942,0.43875699999999984,2.403682,1.964925,-0.0005847666666666662,2,424.0,4.0,1,0,10
5,5.0,129.512792774832,131.6614420062696,8.614434432199106,74.20848058665753,465.51181102362204,455.71428571428567,33.75133062741327,1139.1523191209649,10.639573219944452,33.88499978666903,0.0,0.0,465.51181102362204,129.512792774832,5,1.6128769023416496,0.025881214735790883,0.09854104193924274,1.6666415872929332,1.5681005453536905,-9.219032799943814e-07,2,42875.0,875.0,5,2.174673173809524,0.10581536411196796,0.43875699999999984,2.403682,1.964925,-0.0003624333333333336,2,425.0,5.0,1,0,10
6,6.0,129.57167983450674,131.8684568521914,8.623052863432608,74.35704068555332,465.30612244897964,455.0,33.80562262768987,1142.8201212457773,10.675166681296805,33.94057574962074,0.0,0.0,465.30612244897964,129.57167983450674,6,1.6127317887926549,0.025945900369648285,0.09854104193924274,1.6666415872929332,1.5681005453536905,-8.77868259689406e-07,2,43050.0,1050.0,6,2.174481297619048,0.10547243574415203,0.43363999999999997,2.398565,1.964925,-0.00017969285714285676,2,426.0,6.0,1,0,10
7,7.0,129.50448128444722,131.6614420062696,8.62209507385597,74.34052346261139,465.5455568053993,455.71428571428567,33.77935712538386,1141.0449678042212,10.635766710853376,33.913137281105556,0.0,0.0,465.5455568053993,129.50448128444722,7,1.6125907399001589,0.02598779447166306,0.09854104193924274,1.6666415872929332,1.5681005453536905,-7.318860153577697e-07,2,43225.0,1225.0,7,2.1745970333333333,0.10574457943126032,0.4822489999999999,2.447174,1.964925,0.00012182619047619038,2,427.0,7.0,1,0,10
8,8.0,129.55477752142522,131.8684568521914,8.637664861662557,74.6092542624,465.374149659864,455.0,33.858079807269895,1146.3695682354578,10.335593345131104,33.99324233993194,0.0,0.0,465.374149659864,129.55477752142522,8,1.6124718048715978,0.026030716789802292,0.09854104193924274,1.6666415872929332,1.5681005453536905,-6.02066613094746e-07,2,43400.0,1400.0,8,2.174962511904762,0.1067694948350678,0.5845829999999999,2.5495080000000003,1.964925,0.00038679761904761913,2,428.0,8.0,1,0,10
9,9.0,129.5130891553477,131.6614420062696,8.616307661784793,74.24075772253134,465.511811023622,455.71428571428567,33.759899559050034,1139.7308182371464,10.358022481999607,33.89360265480151,0.0,0.0,465.511811023622,129.5130891553477,9,1.6123602274003908,0.026070836521312073,0.09854104193924274,1.6666415872929332,1.5681005453536905,-5.994351661252987e-07,2,43575.0,1575.0,9,2.175583823809524,0.1087429062145792,0.6830789999999998,2.6480040000000002,1.964925,0.0006152214285714282,2,429.0,9.0,1,0,10
