,index,y,lables
7954,7954,1.40896,2
7955,7955,1.415357,2
7956,7956,1.40896,2
7957,7957,1.412799,2
7958,7958,1.41024,2
7959,7959,1.402563,2
7960,7960,1.407681,2
7961,7961,1.400005,2
7962,7962,1.400005,2
7963,7963,1.397446,2
7964,7964,1.392328,2
7965,7965,1.393608,2
7966,7966,1.387211,2
7967,7967,1.389769,2
7968,7968,1.389769,2
7969,7969,1.38849,2
7970,7970,1.392328,2
7971,7971,1.406402,2
7972,7972,1.417916,2
7973,7973,1.428152,2
7974,7974,1.43071,2
7975,7975,1.43199,2
7976,7976,1.43199,2
7977,7977,1.437107,2
7978,7978,1.425593,2
7979,7979,1.439666,2
7980,7980,1.444784,2
7981,7981,1.442225,2
7982,7982,1.45374,2
7983,7983,1.45374,2
7984,7984,1.45374,2
7985,7985,1.451181,2
7986,7986,1.444784,2
7987,7987,1.440946,2
7988,7988,1.433269,2
7989,7989,1.435828,2
7990,7990,1.426872,2
7991,7991,1.43199,2
7992,7992,1.43199,2
7993,7993,1.443504,2
7994,7994,1.451181,2
7995,7995,1.45246,2
7996,7996,1.467813,2
7997,7997,1.466534,2
7998,7998,1.462695,2
7999,7999,1.462695,2
8000,8000,1.460137,2
8001,8001,1.45374,2
8002,8002,1.451181,2
8003,8003,1.443504,2
8004,8004,1.447343,2
8005,8005,1.447343,2
8006,8006,1.45374,2
8007,8007,1.455019,2
8008,8008,1.472931,2
8009,8009,1.480607,2
8010,8010,1.485725,2
8011,8011,1.474309,2
8012,8012,1.470471,2
8013,8013,1.47175,2
8014,8014,1.458956,2
8015,8015,1.452559,2
8016,8016,1.444883,2
8017,8017,1.434648,2
8018,8018,1.430809,2
8019,8019,1.432089,2
8020,8020,1.426971,2
8021,8021,1.418015,2
8022,8022,1.414177,2
8023,8023,1.576661,2
8024,8024,1.519088,2
8025,8025,1.497338,2
8026,8026,1.475589,2
8027,8027,1.467912,2
8028,8028,1.479427,2
8029,8029,1.458956,2
8030,8030,1.448721,2
8031,8031,1.461515,2
8032,8032,1.448721,2
8033,8033,1.456397,2
8034,8034,1.461515,2
8035,8035,1.465353,2
8036,8036,1.466633,2
8037,8037,1.490941,2
8038,8038,1.496059,2
8039,8039,1.498618,2
8040,8040,1.506294,2
8041,8041,1.512691,2
8042,8042,1.511412,2
8043,8043,1.501177,2
8044,8044,1.502456,2
8045,8045,1.4935,2
8046,8046,1.481986,2
8047,8047,1.476868,2
8048,8048,1.475589,2
8049,8049,1.480706,2
8050,8050,1.478147,2
8051,8051,1.4935,2
8052,8052,1.507574,2
8053,8053,1.528044,2
8054,8054,1.545956,2
8055,8055,1.55747,2
8056,8056,1.568985,2
8057,8057,1.590735,2
8058,8058,1.561309,2
8059,8059,1.568985,2
8060,8060,1.561309,2
8061,8061,1.556191,2
8062,8062,1.545956,2
8063,8063,1.539559,2
8064,8064,1.525485,2
8065,8065,1.526765,2
8066,8066,1.520368,2
8067,8067,1.502456,2
8068,8068,1.496059,2
8069,8069,1.490941,2
8070,8070,1.490941,2
8071,8071,1.479427,2
8072,8072,1.484544,2
8073,8073,1.487103,2
8074,8074,1.501177,2
8075,8075,1.513971,2
8076,8076,1.522926,2
8077,8077,1.537,2
8078,8078,1.533162,2
8079,8079,1.535721,2
8080,8080,1.528044,2
8081,8081,1.528044,2
8082,8082,1.521647,2
8083,8083,1.512691,2
8084,8084,1.511412,2
8085,8085,1.501177,2
8086,8086,1.498618,2
8087,8087,1.496059,2
8088,8088,1.492221,2
8089,8089,1.499897,2
8090,8090,1.511412,2
8091,8091,1.524206,2
8092,8092,1.539559,2
8093,8093,1.55747,2
8094,8094,1.560029,2
8095,8095,1.575382,2
8096,8096,1.57922,2
8097,8097,1.575382,2
8098,8098,1.570264,2
8099,8099,1.565147,2
8100,8100,1.553632,2
8101,8101,1.540838,2
8102,8102,1.534441,2
8103,8103,1.530603,2
8104,8104,1.529324,2
8105,8105,1.530603,2
8106,8106,1.526765,2
8107,8107,1.526765,2
8108,8108,1.525485,2
8109,8109,1.526765,2
8110,8110,1.535721,2
8111,8111,1.542118,2
8112,8112,1.556191,2
