,index,y,lables
19055,19055,0.209124,3
19056,19056,0.202717,3
19057,19057,0.198873,3
19058,19058,0.198873,3
19059,19059,0.201436,3
19060,19060,0.203999,3
19061,19061,0.198873,3
19062,19062,0.195029,3
19063,19063,0.189904,3
19064,19064,0.191185,3
19065,19065,0.197592,3
19066,19066,0.191185,3
19067,19067,0.183497,3
19068,19068,0.183497,3
19069,19069,0.182216,3
19070,19070,0.182216,3
19071,19071,0.184779,3
19072,19072,0.183497,3
19073,19073,0.179653,3
19074,19074,0.182216,3
19075,19075,0.182216,3
19076,19076,0.175809,3
19077,19077,0.183497,3
19078,19078,0.183497,3
19079,19079,0.173247,3
19080,19080,0.171965,3
19081,19081,0.170684,3
19082,19082,0.169403,3
19083,19083,0.170684,3
19084,19084,0.16684,3
19085,19085,0.16684,3
19086,19086,0.165559,3
19087,19087,0.162996,3
19088,19088,0.162996,3
19089,19089,0.164277,3
19090,19090,0.164277,3
19091,19091,0.165559,3
19092,19092,0.16684,3
19093,19093,0.171965,3
19094,19094,0.171965,3
19095,19095,0.169403,3
19096,19096,0.173247,3
19097,19097,0.170684,3
19098,19098,0.168121,3
19099,19099,0.160433,3
19100,19100,0.161715,3
19101,19101,0.162996,3
19102,19102,0.164277,3
19103,19103,0.162996,3
19104,19104,0.164277,3
19105,19105,0.162996,3
19106,19106,0.164277,3
19107,19107,0.16684,3
19108,19108,0.169403,3
19109,19109,0.175809,3
19110,19110,0.177091,3
19111,19111,0.183497,3
19112,19112,0.184779,3
19113,19113,0.184779,3
19114,19114,0.184779,3
19115,19115,0.18606,3
19116,19116,0.180935,3
19117,19117,0.182216,3
19118,19118,0.180935,3
19119,19119,0.177091,3
19120,19120,0.175809,3
19121,19121,0.175809,3
19122,19122,0.177091,3
19123,19123,0.177091,3
19124,19124,0.178372,3
19125,19125,0.174528,3
19126,19126,0.174528,3
19127,19127,0.171965,3
19128,19128,0.179653,3
19129,19129,0.184779,3
19130,19130,0.184779,3
19131,19131,0.193748,3
19132,19132,0.189904,3
19133,19133,0.188623,3
19134,19134,0.189904,3
19135,19135,0.189904,3
19136,19136,0.189904,3
19137,19137,0.192467,3
19138,19138,0.192467,3
19139,19139,0.192467,3
19140,19140,0.193748,3
19141,19141,0.195029,3
19142,19142,0.198873,3
19143,19143,0.200155,3
19144,19144,0.206561,3
19145,19145,0.21553,3
19146,19146,0.216812,3
19147,19147,0.219374,3
19148,19148,0.220656,3
19149,19149,0.2245,3
19150,19150,0.2245,3
19151,19151,0.223218,3
19152,19152,0.221937,3
19153,19153,0.220656,3
19154,19154,0.220656,3
19155,19155,0.220656,3
19156,19156,0.219374,3
19157,19157,0.220656,3
19158,19158,0.218093,3
19159,19159,0.216812,3
19160,19160,0.21553,3
19161,19161,0.21553,3
19162,19162,0.21553,3
19163,19163,0.21553,3
19164,19164,0.21553,3
19165,19165,0.216812,3
19166,19166,0.219374,3
19167,19167,0.220656,3
19168,19168,0.220656,3
19169,19169,0.221937,3
19170,19170,0.220656,3
19171,19171,0.219374,3
19172,19172,0.219374,3
19173,19173,0.219374,3
19174,19174,0.218093,3
19175,19175,0.220656,3
19176,19176,0.218093,3
19177,19177,0.21553,3
19178,19178,0.21553,3
19179,19179,0.21553,3
19180,19180,0.212968,3
19181,19181,0.212968,3
19182,19182,0.212968,3
19183,19183,0.210405,3
19184,19184,0.211686,3
19185,19185,0.210405,3
19186,19186,0.212968,3
19187,19187,0.211686,3
19188,19188,0.210405,3
19189,19189,0.212968,3
19190,19190,0.212968,3
19191,19191,0.210405,3
19192,19192,0.211686,3
19193,19193,0.210405,3
19194,19194,0.209124,3
19195,19195,0.209124,3
19196,19196,0.210405,3
19197,19197,0.209124,3
19198,19198,0.210405,3
19199,19199,0.212968,3
19200,19200,0.214249,3
19201,19201,0.216812,3
19202,19202,0.2245,3
19203,19203,0.230906,3
