,mean,std,range,max,min,slope,label,end,start
0,0.24443584523809525,0.00505177549432834,0.02558499999999997,0.254837,0.229252,-2.4366666666666716e-05,3,420.0,0.0
1,0.2444145238095238,0.00507526616960039,0.02558499999999997,0.254837,0.229252,-1.8276190476190514e-05,3,421.0,1.0
2,0.24439929523809525,0.005091921606911253,0.02558499999999997,0.254837,0.229252,-1.5228571428571459e-05,3,422.0,2.0
3,0.24438101904761905,0.005114066363111045,0.02558499999999997,0.254837,0.229252,-2.1321428571428615e-05,3,423.0,3.0
4,0.24435665238095236,0.005143341478077589,0.02558499999999997,0.254837,0.229252,-2.7411904761904752e-05,3,424.0,4.0
5,0.24432619523809523,0.005179540095871371,0.02558499999999997,0.254837,0.229252,-3.959523809523811e-05,3,425.0,5.0
6,0.24428964523809524,0.005204477545743084,0.02558499999999997,0.254837,0.229252,-4.264285714285716e-05,3,426.0,6.0
7,0.24423786428571428,0.005245483799300543,0.02558499999999997,0.254837,0.229252,-6.091666666666659e-05,3,427.0,7.0
8,0.2441860857142857,0.00524793594185332,0.024305999999999994,0.253558,0.229252,-3.655000000000001e-05,3,428.0,8.0
9,0.2441464904761905,0.005278331553436607,0.024305999999999994,0.253558,0.229252,-4.264047619047621e-05,3,429.0,9.0
10,0.2441099404761905,0.005292740650108791,0.024305999999999994,0.253558,0.229252,-2.436666666666665e-05,3,430.0,10.0
11,0.24408252857142862,0.005319860339792572,0.024305999999999994,0.253558,0.229252,-3.959523809523811e-05,3,431.0,11.0
12,0.2440459785714286,0.005333718967190656,0.024305999999999994,0.253558,0.229252,-3.959761904761906e-05,3,432.0,12.0
13,0.24400942857142857,0.005338535585911251,0.024305999999999994,0.253558,0.229252,-3.3502380952380954e-05,3,433.0,13.0
14,0.24396983333333333,0.005357671169261555,0.024305999999999994,0.253558,0.229252,-3.959523809523811e-05,3,434.0,14.0
15,0.2439332833333333,0.005370665351900373,0.024305999999999994,0.253558,0.229252,-3.655000000000001e-05,3,435.0,15.0
16,0.2438875976190476,0.005402761891362251,0.024305999999999994,0.253558,0.229252,-4.568571428571431e-05,3,436.0,16.0
17,0.2438419119047619,0.005434284812045618,0.024305999999999994,0.253558,0.229252,-4.568571428571431e-05,3,437.0,17.0
18,0.2437870880952381,0.005490564674260673,0.026864,0.253558,0.226694,-6.396190476190475e-05,3,438.0,18.0
19,0.24376881428571429,0.005470750810645358,0.02558499999999997,0.252279,0.226694,-9.135714285714303e-06,3,439.0,19.0
20,0.24376576904761907,0.005467792467104768,0.02558499999999997,0.252279,0.226694,-9.138095238095191e-06,3,440.0,20.0
21,0.2437535857142857,0.005454494393205495,0.02558499999999997,0.252279,0.226694,-9.138095238095257e-06,3,441.0,21.0
22,0.24374140238095238,0.005443999614909718,0.02558499999999997,0.252279,0.226694,-1.2183333333333358e-05,3,442.0,22.0
23,0.24372921904761907,0.005433457247604137,0.02558499999999997,0.252279,0.226694,-6.090476190476202e-06,3,443.0,23.0
24,0.2437261738095238,0.005431173561753064,0.02558499999999997,0.252279,0.226694,-9.138095238095257e-06,3,444.0,24.0
25,0.2437170357142857,0.005422148737325162,0.02558499999999997,0.252279,0.226694,3.045238095238101e-06,3,445.0,25.0
26,0.2437170357142857,0.005422148737325162,0.02558499999999997,0.252279,0.226694,-9.135714285714303e-06,3,446.0,26.0
27,0.24370180714285714,0.005414243605743087,0.02558499999999997,0.252279,0.226694,-1.5228571428571393e-05,3,447.0,27.0
28,0.24369267142857143,0.005407313854017567,0.02558499999999997,0.252279,0.226694,-3.045238095238101e-06,3,448.0,28.0
