,index,y,lables
13171,13171,0.487661,2
13172,13172,0.499174,2
13173,13173,0.495337,2
13174,13174,0.492778,2
13175,13175,0.496616,2
13176,13176,0.487661,2
13177,13177,0.485103,2
13178,13178,0.49022,2
13179,13179,0.491499,2
13180,13180,0.492778,2
13181,13181,0.52348,2
13182,13182,0.510688,2
13183,13183,0.503012,2
13184,13184,0.499174,2
13185,13185,0.500454,2
13186,13186,0.500454,2
13187,13187,0.501733,2
13188,13188,0.494057,2
13189,13189,0.499174,2
13190,13190,0.497895,2
13191,13191,0.497895,2
13192,13192,0.501733,2
13193,13193,0.50685,2
13194,13194,0.508129,2
13195,13195,0.511967,2
13196,13196,0.517084,2
13197,13197,0.517084,2
13198,13198,0.536273,2
13199,13199,0.524759,2
13200,13200,0.52348,2
13201,13201,0.494057,2
13202,13202,0.483823,2
13203,13203,0.509408,2
13204,13204,0.534993,2
13205,13205,0.537552,2
13206,13206,0.532435,2
13207,13207,0.529876,2
13208,13208,0.531156,2
13209,13209,0.533714,2
13210,13210,0.538831,2
13211,13211,0.537552,2
13212,13212,0.532435,2
13213,13213,0.527318,2
13214,13214,0.52348,2
13215,13215,0.520922,2
13216,13216,0.526039,2
13217,13217,0.52348,2
13218,13218,0.518363,2
13219,13219,0.532435,2
13220,13220,0.538831,2
13221,13221,0.537552,2
13222,13222,0.537552,2
13223,13223,0.54139,2
13224,13224,0.538831,2
13225,13225,0.542669,2
13226,13226,0.542669,2
13227,13227,0.542669,2
13228,13228,0.545228,2
13229,13229,0.546507,2
13230,13230,0.549065,2
13231,13231,0.546507,2
13232,13232,0.545228,2
13233,13233,0.537552,2
13234,13234,0.534993,2
13235,13235,0.537552,2
13236,13236,0.536273,2
13237,13237,0.533714,2
13238,13238,0.54011,2
13239,13239,0.54011,2
13240,13240,0.533714,2
13241,13241,0.533714,2
13242,13242,0.529876,2
13243,13243,0.532435,2
13244,13244,0.531156,2
13245,13245,0.538831,2
13246,13246,0.57465,2
13247,13247,0.559299,2
13248,13248,0.538831,2
13249,13249,0.542669,2
13250,13250,0.543948,2
13251,13251,0.529876,2
13252,13252,0.526039,2
13253,13253,0.528597,2
13254,13254,0.531156,2
13255,13255,0.529876,2
13256,13256,0.534993,2
13257,13257,0.537552,2
13258,13258,0.54011,2
13259,13259,0.54139,2
13260,13260,0.54011,2
13261,13261,0.54011,2
13262,13262,0.537552,2
13263,13263,0.538831,2
13264,13264,0.536273,2
13265,13265,0.537552,2
13266,13266,0.538831,2
13267,13267,0.536273,2
13268,13268,0.531156,2
13269,13269,0.532435,2
13270,13270,0.527318,2
13271,13271,0.529876,2
13272,13272,0.532435,2
13273,13273,0.532435,2
13274,13274,0.532435,2
13275,13275,0.533714,2
13276,13276,0.532435,2
13277,13277,0.534993,2
13278,13278,0.537552,2
