,mean,std,range,max,min,slope,label,end,start
0,0.9345408666666667,0.021967478133570296,0.11000899999999991,0.981462,0.871453,6.09285714285709e-06,2,420.0,0.0
1,0.9345560952380952,0.02198713324230195,0.11000899999999991,0.981462,0.871453,3.0452380952379026e-06,2,421.0,1.0
2,0.9345378214285716,0.02196514049555661,0.11000899999999991,0.981462,0.871453,-3.0457142857142917e-05,2,422.0,2.0
3,0.9345165000000001,0.021935081474823453,0.11000899999999991,0.981462,0.871453,-1.8273809523809493e-05,2,423.0,3.0
4,0.9344890904761904,0.021899550774396846,0.11000899999999991,0.981462,0.871453,-3.0457142857142917e-05,2,424.0,4.0
5,0.9344586333333333,0.021859069702982358,0.11000899999999991,0.981462,0.871453,-1.8273809523809758e-05,2,425.0,5.0
6,0.9344373142857142,0.021833787106035927,0.11000899999999991,0.981462,0.871453,-3.0454761904761897e-05,2,426.0,6.0
7,0.9344038142857144,0.021791991469318348,0.11000899999999991,0.981462,0.871453,-3.0454761904761897e-05,2,427.0,7.0
8,0.934358130952381,0.021742847149054268,0.11000899999999991,0.981462,0.871453,-5.4821428571428484e-05,2,428.0,8.0
9,0.9343063547619048,0.021680788272885002,0.11000899999999991,0.981462,0.871453,-4.2638095238095324e-05,2,429.0,9.0
10,0.9342667619047619,0.02163547020278717,0.11000899999999991,0.981462,0.871453,-5.4821428571428484e-05,2,430.0,10.0
11,0.9342088952380954,0.021562068660551992,0.11000899999999991,0.981462,0.871453,-6.3959523809524e-05,2,431.0,11.0
12,0.9341449357142857,0.021476655244222754,0.11000899999999991,0.981462,0.871453,-5.7866666666666646e-05,2,432.0,12.0
13,0.9340901142857143,0.02140466092447392,0.11000899999999991,0.981462,0.871453,-6.0914285714285835e-05,2,433.0,13.0
14,0.9340352904761904,0.021325703257346184,0.11000899999999991,0.981462,0.871453,-3.350238095238108e-05,2,434.0,14.0
15,0.9340109261904763,0.021293402017141364,0.11000899999999991,0.981462,0.871453,-2.4364285714285827e-05,2,435.0,15.0
16,0.9339896071428572,0.021264433755640997,0.11000899999999991,0.981462,0.871453,-1.2183333333333424e-05,2,436.0,16.0
17,0.9339926523809524,0.021268758538402644,0.11000899999999991,0.981462,0.871453,0.0,2,437.0,17.0
18,0.9339926523809524,0.021268758538402644,0.11000899999999991,0.981462,0.871453,-3.0452380952379026e-06,2,438.0,18.0
19,0.9340017904761905,0.021283376085214283,0.11000899999999991,0.981462,0.871453,6.09285714285709e-06,2,439.0,19.0
20,0.9340048357142859,0.021288244158604145,0.11000899999999991,0.981462,0.871453,0.0,2,440.0,20.0
21,0.9340017904761905,0.021283376085214283,0.11000899999999991,0.981462,0.871453,0.0,2,441.0,21.0
22,0.9339957000000001,0.02127418453331688,0.11000899999999991,0.981462,0.871453,0.0,2,442.0,22.0
23,0.9340109285714286,0.021298528438427784,0.11000899999999991,0.981462,0.871453,3.0457142857142917e-05,2,443.0,23.0
24,0.934035292857143,0.021332282750004497,0.11000899999999991,0.981462,0.871453,1.8273809523809493e-05,2,444.0,24.0
25,0.9340352928571427,0.0213322827500045,0.11000899999999991,0.981462,0.871453,2.4364285714285827e-05,2,445.0,25.0
26,0.9340748857142858,0.02137867221335288,0.11000899999999991,0.981462,0.871453,4.568333333333322e-05,2,446.0,26.0
27,0.9341205690476191,0.02142925558275291,0.11000899999999991,0.981462,0.871453,7.005000000000008e-05,2,447.0,27.0
28,0.9341814833333335,0.02147642163024833,0.11000899999999991,0.981462,0.871453,4.873095238095241e-05,2,448.0,28.0
29,0.9342302142857144,0.02151974991383686,0.11000899999999991,0.981462,0.871453,6.0914285714285835e-05,2,449.0,29.0
30,0.9342880833333332,0.021562366066945445,0.11000899999999991,0.981462,0.871453,6.395952380952374e-05,2,450.0,30.0
31,0.9343489952380952,0.021601554324035648,0.11000899999999991,0.981462,0.871453,5.482142857142875e-05,2,451.0,31.0
32,0.9344007714285715,0.021636204776785444,0.11000899999999991,0.981462,0.871453,7.005000000000008e-05,2,452.0,32.0
33,0.9344677761904763,0.021666940324844796,0.11000899999999991,0.981462,0.871453,3.350238095238082e-05,2,453.0,33.0
34,0.934513461904762,0.0217079535698648,0.11000899999999991,0.981462,0.871453,4.2640476190476345e-05,2,454.0,34.0
35,0.9345561023809524,0.021747330558933395,0.11000899999999991,0.981462,0.871453,3.9592857142857156e-05,2,455.0,35.0
36,0.934604830952381,0.021797860636561257,0.11000899999999991,0.981462,0.871453,7.614047619047614e-05,2,456.0,36.0
37,0.9346718357142858,0.021843444211984014,0.11000899999999991,0.981462,0.871453,5.7869047619047666e-05,2,457.0,37.0
38,0.9347297047619048,0.021887644133021418,0.11000899999999991,0.981462,0.871453,5.7869047619047666e-05,2,458.0,38.0
39,0.9347875738095239,0.021931602282828568,0.11000899999999991,0.981462,0.871453,7.005000000000008e-05,2,459.0,39.0
40,0.934860669047619,0.0219804041621383,0.11000899999999991,0.981462,0.871453,7.61404761904764e-05,2,460.0,40.0
41,0.9349429,0.022037272857365998,0.11000899999999991,0.981462,0.871453,8.832380952380956e-05,2,461.0,41.0
42,0.935022088095238,0.02208014321510126,0.11000899999999991,0.981462,0.871453,7.614285714285716e-05,2,462.0,42.0
43,0.935110411904762,0.02214028651101558,0.11000899999999991,0.981462,0.871453,9.44142857142859e-05,2,463.0,43.0
44,0.9351956904761906,0.022185580710589927,0.11000899999999991,0.981462,0.871453,9.136904761904773e-05,2,464.0,44.0
45,0.9352901047619048,0.02223252248136192,0.11000899999999991,0.981462,0.871453,0.00010050714285714273,2,465.0,45.0
46,0.9353875666666668,0.02227206019065214,0.11000899999999991,0.981462,0.871453,9.746190476190482e-05,2,466.0,46.0
47,0.9354789380952382,0.022303437691167407,0.11000899999999991,0.981462,0.871453,9.137142857142848e-05,2,467.0,47.0
48,0.9355642166666666,0.02232745936836327,0.11000899999999991,0.981462,0.871453,8.832380952380956e-05,2,468.0,48.0
49,0.93564645,0.022343230791980168,0.11000899999999991,0.981462,0.871453,7.00499999999998e-05,2,469.0,49.0
50,0.9357256357142858,0.022373971919092586,0.11000899999999991,0.981462,0.871453,7.309523809523825e-05,2,470.0,50.0
51,0.9358109142857144,0.022421318781087104,0.11000899999999991,0.981462,0.871453,9.136904761904747e-05,2,471.0,51.0
52,0.9359327404761905,0.022515926507945858,0.11000899999999991,0.981462,0.871453,0.00011573571428571432,2,472.0,52.0
53,0.9360789333333334,0.022677600556608266,0.12024299999999999,0.991696,0.871453,0.00014619285714285725,2,473.0,53.0
54,0.9362434,0.022884595008786823,0.12791799999999998,0.999371,0.871453,0.00016446666666666672,2,474.0,54.0
55,0.9364200476190476,0.023123100637522005,0.13303399999999987,1.004487,0.871453,0.0001857833333333331,2,475.0,55.0
56,0.936611923809524,0.02337265337024497,0.13559300000000007,1.007046,0.871453,0.00020405952380952414,2,476.0,56.0
57,0.9368129380952382,0.023602372830390156,0.13559300000000007,1.007046,0.871453,0.00021319761904761914,2,477.0,57.0
58,0.9370169976190477,0.023793203790508356,0.13559300000000007,1.007046,0.871453,0.00018883095238095255,2,478.0,58.0
59,0.937199738095238,0.02397596376419272,0.13559300000000007,1.007046,0.871453,0.0001827404761904762,2,479.0,59.0
60,0.9373642047619047,0.02411192084329473,0.13559300000000007,1.007046,0.871453,0.0001675119047619049,2,480.0,60.0
61,0.9375286690476191,0.02423731748638262,0.13559300000000007,1.007046,0.871453,0.0001675095238095236,2,481.0,61.0
62,0.9377053166666667,0.024379321231463053,0.13559300000000007,1.007046,0.871453,0.0001827404761904762,2,482.0,62.0
63,0.937878919047619,0.024494176772743338,0.13559300000000007,1.007046,0.871453,0.0001675095238095236,2,483.0,63.0
64,0.9380525214285715,0.02462531845995708,0.13559300000000007,1.007046,0.871453,0.00015837380952380965,2,484.0,64.0
65,0.9381987119047619,0.02473804793469732,0.13559300000000007,1.007046,0.871453,0.00014010000000000015,2,485.0,65.0
66,0.9383296761904761,0.024834498986287392,0.13559300000000007,1.007046,0.871453,0.00012791904761904775,2,486.0,66.0
67,0.9384515023809524,0.02492013866300362,0.13559300000000007,1.007046,0.871453,0.00013096190476190463,2,487.0,67.0
68,0.9385855095238096,0.02500646410663803,0.13559300000000007,1.007046,0.871453,0.00012487142857142857,2,488.0,68.0
69,0.9387134285714286,0.025100964810562332,0.13559300000000007,1.007046,0.871453,0.00014010000000000015,2,489.0,69.0
70,0.9388657095238094,0.025212154980077235,0.13559300000000007,1.007046,0.871453,0.00014619047619047622,2,490.0,70.0
71,0.9390058095238096,0.025313210592907052,0.13559300000000007,1.007046,0.871453,0.0001522833333333333,2,491.0,71.0
72,0.9391702761904762,0.025430344900473772,0.13559300000000007,1.007046,0.871453,0.0001705571428571428,2,492.0,72.0
73,0.9393316952380952,0.025523539564721077,0.13559300000000007,1.007046,0.871453,0.00017360238095238096,2,493.0,73.0
