,mean,standard_deviation,max,min,range,slope
1,33.78962326049805,0.06699908524751663,33.98590087890625,33.577728271484375,0.408172607421875,5.885532924107143e-06
2,33.79043197631836,0.06655946373939514,33.98590087890625,33.577728271484375,0.408172607421875,5.272274925595238e-06
3,33.79121017456055,0.06613145768642426,33.98590087890625,33.577728271484375,0.408172607421875,4.587809244791667e-06
4,33.792022705078125,0.06566963344812393,33.98590087890625,33.577728271484375,0.408172607421875,4.5870826357886905e-06
5,33.792823791503906,0.06523483246564865,33.98590087890625,33.577728271484375,0.408172607421875,4.985990978422619e-06
6,33.793617248535156,0.06481651961803436,33.98590087890625,33.60498046875,0.38092041015625,4.2245047433035714e-06
7,33.794403076171875,0.06437297910451889,33.98590087890625,33.60498046875,0.38092041015625,3.2493954613095238e-06
8,33.79521179199219,0.06392157077789307,33.98590087890625,33.60498046875,0.38092041015625,4.26301502046131e-06
9,33.79600143432617,0.06347096711397171,33.98590087890625,33.60498046875,0.38092041015625,4.4403076171875e-06
10,33.79680633544922,0.06301041692495346,33.98590087890625,33.60498046875,0.38092041015625,4.732404436383929e-06
11,33.7975959777832,0.06253688782453537,33.98590087890625,33.60498046875,0.38092041015625,4.696073986235119e-06
12,33.798377990722656,0.062055908143520355,33.98590087890625,33.60498046875,0.38092041015625,4.26301502046131e-06
13,33.79916763305664,0.06156204640865326,33.98590087890625,33.60498046875,0.38092041015625,4.5522054036458334e-06
14,33.79996109008789,0.06106195226311684,33.98590087890625,33.609527587890625,0.376373291015625,3.1062534877232143e-06
15,33.800758361816406,0.060533199459314346,33.98590087890625,33.609527587890625,0.376373291015625,4.6241396949404765e-06
16,33.80154037475586,0.060087963938713074,33.98590087890625,33.609527587890625,0.376373291015625,4.696073986235119e-06
17,33.802330017089844,0.05959813669323921,33.98590087890625,33.609527587890625,0.376373291015625,4.297892252604167e-06
18,33.803138732910156,0.05910898745059967,33.98590087890625,33.609527587890625,0.376373291015625,3.6831810360863097e-06
19,33.80393600463867,0.05861424282193184,33.98590087890625,33.609527587890625,0.376373291015625,5.453200567336309e-06
20,33.80473327636719,0.05815108120441437,33.98590087890625,33.609527587890625,0.376373291015625,4.19035412016369e-06
21,33.80553436279297,0.05764535441994667,33.98590087890625,33.614044189453125,0.371856689453125,5.094255719866071e-06
22,33.80632781982422,0.05717281252145767,33.98590087890625,33.614044189453125,0.371856689453125,4.336402529761905e-06
23,33.8071174621582,0.05667523294687271,33.98590087890625,33.617095947265625,0.368804931640625,4.443214053199404e-06
24,33.807926177978516,0.05621859431266785,33.98590087890625,33.617095947265625,0.368804931640625,3.466651553199405e-06
25,33.808719635009766,0.055741921067237854,33.98590087890625,33.617095947265625,0.368804931640625,4.119146437872024e-06
26,33.80952453613281,0.05528192222118378,33.98895263671875,33.617095947265625,0.371856689453125,3.069923037574405e-06
27,33.810298919677734,0.054819706827402115,33.9935302734375,33.617095947265625,0.376434326171875,4.408336821056547e-06
28,33.81108093261719,0.05436218902468681,33.9935302734375,33.626190185546875,0.367340087890625,4.3727329799107145e-06
29,33.811832427978516,0.053904250264167786,33.9935302734375,33.626190185546875,0.367340087890625,3.6490304129464284e-06
30,33.81258010864258,0.05349757522344589,33.9935302734375,33.626190185546875,0.367340087890625,3.973824637276786e-06
31,33.813323974609375,0.05301292985677719,33.9935302734375,33.626190185546875,0.367340087890625,4.983084542410714e-06
32,33.81405258178711,0.05253659933805466,33.9935302734375,33.632232666015625,0.361297607421875,4.2637416294642855e-06
33,33.814754486083984,0.05205579102039337,33.9935302734375,33.632232666015625,0.361297607421875,4.408336821056547e-06
34,33.81548309326172,0.05159283056855202,33.9935302734375,33.632232666015625,0.361297607421875,4.010881696428571e-06
35,33.8161735534668,0.05109986662864685,33.9935302734375,33.63372802734375,0.35980224609375,3.6148797898065475e-06
36,33.81681442260742,0.050647396594285965,33.9935302734375,33.63372802734375,0.35980224609375,5.127679734002976e-06
37,33.81748962402344,0.05016683414578438,33.9935302734375,33.63372802734375,0.35980224609375,4.983811151413691e-06
38,33.818145751953125,0.0496910959482193,33.9935302734375,33.63372802734375,0.35980224609375,4.1918073381696425e-06
39,33.81881332397461,0.04924498498439789,33.9935302734375,33.63372802734375,0.35980224609375,3.867013113839286e-06
40,33.81947708129883,0.04879053309559822,33.9935302734375,33.63372802734375,0.35980224609375,3.6141531808035713e-06
41,33.82011032104492,0.04833904653787613,33.9935302734375,33.63372802734375,0.35980224609375,3.1796409970238096e-06
42,33.820762634277344,0.0478481650352478,33.9935302734375,33.650390625,0.3431396484375,4.2288643973214285e-06
