,meanHr,medianHr,stdHr,varHr,meanHrv,medianHrv,stdHrv,varHrv,rmssd,sdnn,nn50,pnn50,mrri,mhr
0,85.27830345607059,84.50704225352113,7.229491402352562,52.26554593668962,708.5542168674699,710.0,59.01348400671203,3482.5912946104563,35.120145064448906,59.37223189467014,13,15.66265060240964,708.5542168674699,85.27830345607059
1,85.27830345607059,84.50704225352113,7.229491402352562,52.26554593668962,708.5542168674699,710.0,59.01348400671203,3482.5912946104563,35.120145064448906,59.37223189467014,13,15.66265060240964,708.5542168674699,85.27830345607059
2,85.27830345607059,84.50704225352113,7.229491402352562,52.26554593668962,708.5542168674699,710.0,59.01348400671203,3482.5912946104563,35.120145064448906,59.37223189467014,13,15.66265060240964,708.5542168674699,85.27830345607059
3,84.96892559571707,84.33734939759036,6.945103752829177,48.234466137561924,710.8089500860585,711.4285714285714,57.393252071846916,3293.98538338256,35.79398772131333,57.74215043482919,14,16.867469879518072,710.8089500860585,84.96892559571707
4,84.96892559571707,84.33734939759036,6.945103752829177,48.234466137561924,710.8089500860585,711.4285714285714,57.393252071846916,3293.98538338256,35.79398772131333,57.74215043482919,14,16.867469879518072,710.8089500860585,84.96892559571707
5,84.77389373149974,84.33734939759036,6.757631597340455,45.66558480537411,712.2299651567945,711.4285714285714,56.27215456017287,3166.5553788439843,35.55803562779069,56.61844801057345,13,15.853658536585366,712.2299651567945,84.77389373149974
6,84.77686179395131,84.33734939759036,6.716853385849761,45.116119407001406,712.1514629948365,711.4285714285714,55.93665561644517,3128.9094415527875,35.87212508187238,56.27669920817004,14,16.867469879518072,712.1514629948365,84.77686179395131
7,84.67755091360557,84.33734939759036,6.696843730883003,44.84771595586698,712.9616724738676,711.4285714285714,55.79052252465611,3112.582403574161,35.85615561082512,56.13385205763242,14,17.073170731707318,712.9616724738676,84.67755091360557
8,84.67755091360557,84.33734939759036,6.696843730883003,44.84771595586698,712.9616724738676,711.4285714285714,55.79052252465611,3112.582403574161,35.85615561082512,56.13385205763242,14,17.073170731707318,712.9616724738676,84.67755091360557
9,84.68375750222192,84.33734939759036,6.656616318487387,44.31054081155258,712.8571428571429,711.4285714285714,55.46149456067128,3075.9773789033698,35.63719903698372,55.79864960873416,14,16.867469879518072,712.8571428571429,84.68375750222192
10,84.64494834021718,84.33734939759036,6.687742722538494,44.725902722866586,713.2229965156795,711.4285714285714,55.69901111781722,3102.3798395027266,35.797082156998506,56.0417774983592,14,17.073170731707318,713.2229965156795,84.64494834021718
11,84.64494834021718,84.33734939759036,6.687742722538494,44.725902722866586,713.2229965156795,711.4285714285714,55.69901111781722,3102.3798395027266,35.797082156998506,56.0417774983592,14,17.073170731707318,713.2229965156795,84.64494834021718
12,84.59267097879597,84.33734939759036,6.664168070465226,44.411136071408215,713.631669535284,711.4285714285714,55.4860062301964,3078.696887377394,35.89154616497448,55.82331028674134,14,16.867469879518072,713.631669535284,84.59267097879597
13,84.58112166307863,84.16867469879517,6.703854428329089,44.941664196227535,713.780487804878,712.8571428571429,55.80684349207102,3114.403780548509,36.06215065692172,56.150273462717855,14,17.073170731707318,713.780487804878,84.58112166307863
14,84.58112166307863,84.16867469879517,6.703854428329089,44.941664196227535,713.780487804878,712.8571428571429,55.80684349207102,3114.403780548509,36.06215065692172,56.150273462717855,14,17.073170731707318,713.780487804878,84.58112166307863
