,index,y,lables
9763,9763,8.134624,2
9764,9764,8.156366,2
9765,9765,8.22415,2
9766,9766,8.375066,2
9767,9767,8.537491,2
9768,9768,8.631712,2
9769,9769,8.629154,2
9770,9770,8.630433,2
9771,9771,8.632991,2
9772,9772,8.626596,2
9773,9773,8.703333,2
9774,9774,8.726355,2
9775,9775,8.787744,2
9776,9776,8.808207,2
9777,9777,8.803091,2
9778,9778,8.789022,2
9779,9779,8.806928,2
9780,9780,8.768559,2
9781,9781,8.662407,2
9782,9782,8.589507,2
9783,9783,8.577996,2
9784,9784,8.524282,2
9785,9785,8.456497,2
9786,9786,8.419408,2
9787,9787,8.382318,2
9788,9788,8.369529,2
9789,9789,8.375923,2
9790,9790,8.314534,2
9791,9791,8.287677,2
9792,9792,8.299187,2
9793,9793,8.337555,2
9794,9794,8.389992,2
9795,9795,8.432198,2
9796,9796,8.444986,2
9797,9797,8.456497,2
9798,9798,8.462892,2
9799,9799,8.448823,2
9800,9800,8.433476,2
9801,9801,8.398945,2
9802,9802,8.350345,2
9803,9803,8.297908,2
9804,9804,8.24675,2
9805,9805,8.198151,2
9806,9806,8.176409,2
9807,9807,8.18664,2
9808,9808,8.269772,2
9809,9809,8.377203,2
9810,9810,8.474402,2
9811,9811,8.544744,2
9812,9812,8.575438,2
9813,9813,8.586949,2
9814,9814,8.592065,2
9815,9815,8.584392,2
9816,9816,8.551139,2
9817,9817,8.546023,2
9818,9818,8.523002,2
9819,9819,8.47696,2
9820,9820,8.466728,2
9821,9821,8.409176,2
9822,9822,8.374644,2
9823,9823,8.315813,2
9824,9824,8.29535,2
9825,9825,8.264655,2
9826,9826,8.250587,2
9827,9827,8.296629,2
9828,9828,8.423244,2
9829,9829,8.575438,2
9830,9830,8.698217,2
9831,9831,8.745539,2
9832,9832,8.781349,2
9833,9833,8.787744,2
9834,9834,8.767281,2
9835,9835,8.719959,2
9836,9836,8.656013,2
9837,9837,8.589507,2
9838,9838,8.543466,2
9839,9839,8.488471,2
9840,9840,8.452661,2
9841,9841,8.424523,2
9842,9842,8.424523,2
9843,9843,8.41685,2
9844,9844,8.433476,2
9845,9845,8.423244,2
9846,9846,8.425802,2
9847,9847,8.444986,2
9848,9848,8.432198,2
9849,9849,8.398945,2
9850,9850,8.391271,2
9851,9851,8.364413,2
9852,9852,8.346508,2
9853,9853,8.333718,2
9854,9854,8.324766,2
9855,9855,8.336276,2
9856,9856,8.336276,2
9857,9857,8.332439,2
9858,9858,8.326045,2
9859,9859,8.337555,2
9860,9860,8.337555,2
9861,9861,8.320929,2
9862,9862,8.306861,2
9863,9863,8.277445,2
9864,9864,8.256982,2
9865,9865,8.226287,2
9866,9866,8.221171,2
9867,9867,8.155945,2
9868,9868,8.171292,2
9869,9869,8.177688,2
9870,9870,8.154666,2
9871,9871,8.14955,2
9872,9872,8.159782,2
9873,9873,8.223729,2
9874,9874,8.291513,2
9875,9875,8.373365,2
