,index,y,lables
13044,13044,10.31389,2
13045,13045,10.283188,2
13046,13046,10.280629,2
13047,13047,10.253765,2
13048,13048,10.252486,2
13049,13049,10.207712,2
13050,13050,10.166776,2
13051,13051,10.160379,2
13052,13052,10.192361,2
13053,13053,10.152704,2
13054,13054,10.152704,2
13055,13055,10.133515,2
13056,13056,10.182127,2
13057,13057,10.133515,2
13058,13058,10.219225,2
13059,13059,9.890457,2
13060,13060,10.437977,2
13061,13061,10.477634,2
13062,13062,10.506107,2
13063,13063,10.503549,2
13064,13064,10.490756,2
13065,13065,10.529134,2
13066,13066,10.520179,2
13067,13067,10.480522,2
13068,13068,10.454937,2
13069,13069,10.435748,2
13070,13070,10.397371,2
13071,13071,10.407605,2
13072,13072,10.411443,2
13073,13073,10.439587,2
13074,13074,10.352597,2
13075,13075,10.320616,2
13076,13076,10.284797,2
13077,13077,10.292472,2
13078,13078,10.320616,2
13079,13079,10.34876,2
13080,13080,10.333408,2
13081,13081,10.339805,2
13082,13082,10.356435,2
13083,13083,10.338526,2
13084,13084,10.352597,2
13085,13085,10.385858,2
13086,13086,10.410164,2
13087,13087,10.438307,2
13088,13088,10.470288,2
13089,13089,10.511225,2
13090,13090,10.571349,2
13091,13091,10.622519,2
13092,13092,10.676248,2
13093,13093,10.695436,2
13094,13094,10.697995,2
13095,13095,10.671131,2
13096,13096,10.658339,2
13097,13097,10.526575,2
13098,13098,10.453658,2
13099,13099,10.402488,2
13100,13100,10.351318,2
13101,13101,10.334687,2
13102,13102,10.306544,2
13103,13103,10.315499,2
13104,13104,10.293752,2
13105,13105,10.310382,2
13106,13106,10.29631,2
13107,13107,10.357714,2
13108,13108,10.356435,2
13109,13109,10.328291,2
13110,13110,10.321895,2
13111,13111,10.312941,2
13112,13112,10.251536,2
13113,13113,10.286077,2
13114,13114,10.503549,2
13115,13115,10.764516,2
13116,13116,10.813128,2
13117,13117,10.846388,2
13118,13118,10.956404,2
13119,13119,10.751723,2
13120,13120,10.971755,2
13121,13121,10.905922,2
13122,13122,10.836843,2
13123,13123,10.825329,2
13124,13124,10.941741,2
13125,13125,11.067107,2
13126,13126,11.045361,2
13127,13127,10.962209,2
13128,13128,10.866265,2
13129,13129,10.799744,2
13130,13130,10.699963,2
13131,13131,10.683332,2
13132,13132,10.655189,2
13133,13133,10.692286,2
13134,13134,10.641117,2
13135,13135,10.628325,2
13136,13136,10.607857,2
13137,13137,10.629603,2
13138,13138,10.636,2
13139,13139,10.625766,2
13140,13140,10.642396,2
13141,13141,10.628325,2
13142,13142,10.605298,2
13143,13143,10.587388,2
13144,13144,10.541335,2
13145,13145,10.492723,2
13146,13146,10.483769,2
13147,13147,10.548323,2
13148,13148,10.63915,2
13149,13149,10.79138,2
13150,13150,10.937215,2
13151,13151,11.077932,2
13152,13152,11.399713,2
13153,13153,11.517404,2
13154,13154,11.644484,2
13155,13155,11.592034,2
13156,13156,11.479461,2
13157,13157,11.336185,2
13158,13158,11.181395,2
13159,13159,11.117433,2
13160,13160,11.076496,2
13161,13161,11.107199,2
13162,13162,11.096965,2
13163,13163,11.12127,2
13164,13164,11.047073,2
13165,13165,10.974156,2
13166,13166,10.87394,2
13167,13167,10.902084,2
13168,13168,10.908481,2
13169,13169,10.914877,2
13170,13170,10.913597,2
13171,13171,10.871382,2
13172,13172,10.866265,2
13173,13173,10.884174,2
13174,13174,10.871382,2
13175,13175,10.830446,2
13176,13176,10.799744,2
13177,13177,10.793347,2
13178,13178,10.872662,2
13179,13179,10.886733,2
13180,13180,10.766483,2
13181,13181,10.753691,2
13182,13182,10.815095,2
13183,13183,10.877778,2
13184,13184,10.998028,2
13185,13185,11.021054,2
13186,13186,11.118278,2
13187,13187,11.123395,2
13188,13188,11.16561,2
13189,13189,11.191195,2
13190,13190,11.247482,2
13191,13191,11.215501,2
13192,13192,11.058153,2
13193,13193,11.050477,2
13194,13194,10.986515,2
13195,13195,10.987794,2
13196,13196,10.975001,2
13197,13197,11.005704,2
13198,13198,11.041523,2
13199,13199,11.065828,2
13200,13200,11.058153,2
13201,13201,11.006983,2
13202,13202,10.96093,2
13203,13203,10.9443,2
13204,13204,10.935345,2
13205,13205,10.919993,2
13206,13206,10.916156,2
13207,13207,10.939182,2
13208,13208,10.973722,2
13209,13209,11.003145,2
13210,13210,11.000587,2
13211,13211,10.99419,2
13212,13212,10.954534,2
13213,13213,10.928948,2
13214,13214,10.967326,2
13215,13215,10.991632,2
13216,13216,10.919993,2
13217,13217,10.968605,2
13218,13218,11.022334,2
13219,13219,11.088855,2
13220,13220,11.09653,2
13221,13221,11.113161,2
13222,13222,11.108044,2
13223,13223,11.073503,2
13224,13224,11.119556,2
13225,13225,11.093972,2
13226,13226,11.065828,2
13227,13227,11.013379,2
13228,13228,11.008262,2
13229,13229,10.972443,2
13230,13230,11.054315,2
13231,13231,11.050477,2
13232,13232,11.067107,2
13233,13233,11.053036,2
13234,13234,11.0121,2
13235,13235,10.981398,2
13236,13236,10.97756,2
13237,13237,10.963489,2
13238,13238,10.95965,2
13239,13239,10.969885,2
13240,13240,10.995469,2
13241,13241,11.019775,2
13242,13242,11.090134,2
13243,13243,11.11444,2
13244,13244,11.134908,2
13245,13245,11.146421,2
13246,13246,11.16433,2
13247,13247,11.198871,2
13248,13248,11.285859,2
13249,13249,11.30249,2
13250,13250,11.334471,2
13251,13251,11.354939,2
13252,13252,11.377966,2
13253,13253,11.363894,2
13254,13254,11.224456,2
13255,13255,11.363894,2
13256,13256,11.246202,2
13257,13257,11.42146,2
13258,13258,11.569854,2
13259,13259,11.739148,2
13260,13260,11.829975,2
13261,13261,11.897776,2
13262,13262,11.847885,2
13263,13263,11.631692,2
13264,13264,11.49737,2
13265,13265,11.444921,2
13266,13266,11.355373,2
13267,13267,11.27478,2
13268,13268,11.226169,2
13269,13269,11.30932,2
13270,13270,11.372004,2
13271,13271,11.447479,2
13272,13272,11.567729,2
13273,13273,11.858119,2
13274,13274,12.018025,2
13275,13275,12.243503,2
13276,13276,12.33433,2
13277,13277,12.393175,2
13278,13278,12.21536,2
13279,13279,12.151397,2
13280,13280,12.050336,2
13281,13281,11.898106,2
13282,13282,11.794486,2
13283,13283,11.736919,2
13284,13284,12.136045,2
13285,13285,12.193612,2
13286,13286,12.179541,2
13287,13287,12.093831,2
13288,13288,12.0772,2
13289,13289,12.015797,2
13290,13290,11.903222,2
13291,13291,11.896826,2
13292,13292,11.949275,2
13293,13293,11.978698,2
13294,13294,11.990211,2
13295,13295,11.933924,2
13296,13296,11.876358,2
13297,13297,11.765063,2
13298,13298,11.726686,2
13299,13299,11.675515,2
13300,13300,11.655047,2
13301,13301,11.621787,2
13302,13302,11.591084,2
13303,13303,11.478511,2
13304,13304,11.444921,2
13305,13305,11.432128,2
13306,13306,11.448758,2
13307,13307,11.471785,2
13308,13308,11.487136,2
13309,13309,11.499928,2
13310,13310,11.56517,2
13311,13311,11.657276,2
13312,13312,11.645763,2
13313,13313,11.501208,2
13314,13314,11.512721,2
13315,13315,11.499928,2
13316,13316,11.494812,2
13317,13317,11.462831,2
13318,13318,11.493532,2
13319,13319,11.648322,2
13320,13320,11.792877,2
13321,13321,11.913127,2
13322,13322,12.033377,2
13323,13323,12.228152,2
13324,13324,12.266529,2
13325,13325,12.173144,2
13326,13326,12.020913,2
13327,13327,11.891709,2
13328,13328,11.761226,2
13329,13329,11.690866,2
13330,13330,11.621787,2
13331,13331,11.574454,2
13332,13332,11.556545,2
13333,13333,11.551428,2
13334,13334,11.553987,2
13335,13335,11.543753,2
13336,13336,11.537356,2
13337,13337,11.49642,2
13338,13338,11.522005,2
13339,13339,11.550149,2
13340,13340,11.351865,2
13341,13341,11.465389,2
13342,13342,11.763454,2
13343,13343,11.760896,2
13344,13344,11.87219,2
13345,13345,11.911847,2
13346,13346,11.936153,2
13347,13347,11.99244,2
13348,13348,12.133488,2
13349,13349,12.166748,2
13350,13350,11.589806,2
13351,13351,11.571896,2
13352,13352,11.9416,2
13353,13353,11.947996,2
13354,13354,11.935204,2
13355,13355,12.013238,2
13356,13356,12.051616,2
13357,13357,12.038823,2
13358,13358,12.022193,2
13359,13359,11.983815,2
13360,13360,11.919852,2
13361,13361,11.936482,2
13362,13362,11.805999,2
13363,13363,11.875078,2
13364,13364,11.90834,2
13365,13365,11.979978,2
13366,13366,12.0094,2
13367,13367,12.068246,2
13368,13368,12.100226,2
13369,13369,12.193612,2
13370,13370,12.147559,2
13371,13371,12.081038,2
13372,13372,12.09511,2
13373,13373,12.082317,2
13374,13374,12.150118,2
13375,13375,12.151397,2
13376,13376,12.286998,2
13377,13377,12.382941,2
13378,13378,12.395734,2
