,mean,std,range,max,min,slope,label,end,start
0,6.9422993868546925,0.053479946818493024,0.24564170121964946,7.124017467840829,6.878375766621179,5.533057482730385e-06,2,42000.0,0.0
1,6.9433305684279265,0.05479466265320098,0.2647912283019842,7.143166994923163,6.878375766621179,6.016216262654377e-06,2,42175.0,175.0
2,6.9443659065846575,0.05600219394165671,0.2647912283019842,7.143166994923163,6.878375766621179,5.7502798984634816e-06,2,42350.0,350.0
3,6.945399282062092,0.05727130070496535,0.2666476162569129,7.145023382878092,6.878375766621179,6.086769359942319e-06,2,42525.0,525.0
4,6.94644403232168,0.05845593527406765,0.2666476162569129,7.145023382878092,6.878375766621179,5.879020421359143e-06,2,42700.0,700.0
5,6.947518666410769,0.05979090218520355,0.28849308841054633,7.166868855031725,6.878375766621179,6.642128428441791e-06,2,42875.0,875.0
6,6.948682425614405,0.061340424913129625,0.2937792944709994,7.1721550610921785,6.878375766621179,6.570188917164628e-06,2,43050.0,1050.0
7,6.949878836406397,0.0630012455984008,0.3075583527006289,7.185934119321808,6.878375766621179,7.117276744996948e-06,2,43225.0,1225.0
8,6.951177256422249,0.06492122097954596,0.3297277828806875,7.208103549501867,6.878375766621179,7.330976408903525e-06,2,43400.0,1400.0
9,6.9524787033054025,0.06683532931918049,0.3297277828806875,7.208103549501867,6.878375766621179,7.5818052316149705e-06,2,43575.0,1575.0
10,6.953822786109545,0.06871241044281545,0.33580988391543887,7.214185650536618,6.878375766621179,7.689729894550909e-06,2,43750.0,1750.0
11,6.9552281591502725,0.07075084707675465,0.3515162180968314,7.2298919847180105,6.878375766621179,8.043926266252199e-06,2,43925.0,1925.0
12,6.956601606451041,0.07257952985564156,0.3515162180968314,7.2298919847180105,6.878375766621179,7.578519353540047e-06,2,44100.0,2100.0
13,6.9579468053620115,0.0743004757746148,0.3515162180968314,7.2298919847180105,6.878375766621179,7.849780841306243e-06,2,44275.0,2275.0
14,6.959317419165258,0.07606507359542651,0.3515162180968314,7.2298919847180105,6.878375766621179,7.477443611215622e-06,2,44450.0,2450.0
15,6.960625222378964,0.07763066894276581,0.3515162180968314,7.2298919847180105,6.878375766621179,7.5658254797594695e-06,2,44625.0,2625.0
16,6.9619274548912236,0.07914849449597482,0.3515162180968314,7.2298919847180105,6.878375766621179,7.5244035611050855e-06,2,44800.0,2800.0
17,6.963253139781526,0.0806859485341593,0.3515162180968314,7.2298919847180105,6.878375766621179,7.614199073608877e-06,2,44975.0,2975.0
18,6.964574759925981,0.08205078650337765,0.3515162180968314,7.2298919847180105,6.878375766621179,7.436448535724275e-06,2,45150.0,3150.0
19,6.965922657986138,0.08340311595758657,0.3515162180968314,7.2298919847180105,6.878375766621179,8.010608066893037e-06,2,45325.0,3325.0
20,6.967253450652256,0.08466613344959474,0.3499779336490567,7.2298919847180105,6.879914051068954,7.439909742790227e-06,2,45500.0,3500.0
21,6.968571800152376,0.08582029300833292,0.3499779336490567,7.2298919847180105,6.879914051068954,7.602529165411989e-06,2,45675.0,3675.0
22,6.969918449093326,0.0870846371739392,0.3499779336490567,7.2298919847180105,6.879914051068954,7.682463456833195e-06,2,45850.0,3850.0
23,6.971248304295586,0.08820948976777654,0.3499779336490567,7.2298919847180105,6.879914051068954,7.4910953368562285e-06,2,46025.0,4025.0
24,6.972561795858561,0.08930787699455153,0.3499779336490567,7.2298919847180105,6.879914051068954,7.89882197819104e-06,2,46200.0,4200.0
25,6.973915047880503,0.09039420682298838,0.3499779336490567,7.2298919847180105,6.879914051068954,7.35241375846599e-06,2,46375.0,4375.0
26,6.975212896221944,0.09136384101157961,0.3499779336490567,7.2298919847180105,6.879914051068954,7.497989420853239e-06,2,46550.0,4550.0
27,6.9765558670613395,0.09239728987978121,0.3499779336490567,7.2298919847180105,6.879914051068954,7.434272317382574e-06,2,46725.0,4725.0
28,6.97786344324776,0.09334782302441277,0.3499779336490567,7.2298919847180105,6.879914051068954,7.586114215741137e-06,2,46900.0,4900.0
29,6.979195352450712,0.09432372190438147,0.3499779336490567,7.2298919847180105,6.879914051068954,7.651162815165699e-06,2,47075.0,5075.0
30,6.980523016731299,0.09525611170662598,0.3499779336490567,7.2298919847180105,6.879914051068954,7.550023138220544e-06,2,47250.0,5250.0
31,6.981822774164076,0.09619491611258318,0.3499779336490567,7.2298919847180105,6.879914051068954,7.67762883544493e-06,2,47425.0,5425.0
32,6.983181387738785,0.09718232413904357,0.3499779336490567,7.2298919847180105,6.879914051068954,7.708828586217972e-06,2,47600.0,5600.0
33,6.984478116079372,0.09809294780789246,0.3499779336490567,7.2298919847180105,6.879914051068954,7.405045067842358e-06,2,47775.0,5775.0
34,6.985800254735464,0.09904260514173097,0.3499779336490567,7.2298919847180105,6.879914051068954,7.314787672156431e-06,2,47950.0,5950.0
35,6.987060177734827,0.09992305804650815,0.3499779336490567,7.2298919847180105,6.879914051068954,7.3276919498223916e-06,2,48125.0,6125.0
36,6.988356638825005,0.1008408044602291,0.3499779336490567,7.2298919847180105,6.879914051068954,7.511024400890433e-06,2,48300.0,6300.0
37,6.989670924769957,0.10180484093836806,0.3499779336490567,7.2298919847180105,6.879914051068954,7.4875666288388444e-06,2,48475.0,6475.0
38,6.990995044048131,0.1027927786026801,0.3509099612612756,7.230824012330229,6.879914051068954,7.582448502316396e-06,2,48650.0,6650.0
39,6.992382026439861,0.10389487743668727,0.3645070012277598,7.244421052296714,6.879914051068954,7.924615981290969e-06,2,48825.0,6825.0
40,6.993734775230408,0.10493590989554014,0.3645070012277598,7.244421052296714,6.879914051068954,7.72471086961843e-06,2,49000.0,7000.0
41,6.995143794636939,0.10602292944568112,0.37118069420224753,7.251094745271201,6.879914051068954,8.137785138229793e-06,2,49175.0,7175.0
42,6.996526203491906,0.10706142877076548,0.37118069420224753,7.251094745271201,6.879914051068954,7.993194336946939e-06,2,49350.0,7350.0
43,6.997955769971588,0.10809384809545364,0.37876544952899227,7.258679500597946,6.879914051068954,8.359500375639573e-06,2,49525.0,7525.0
44,6.999395435105172,0.10919402762150372,0.3798333638835585,7.259747414952512,6.879914051068954,8.25003612012809e-06,2,49700.0,7700.0
45,7.000840289110434,0.1102338660629056,0.3798333638835585,7.259747414952512,6.879914051068954,8.1648397146579e-06,2,49875.0,7875.0
46,7.002339580817269,0.11141379237533307,0.3935724779745948,7.273486529043549,6.879914051068954,8.67613436334882e-06,2,50050.0,8050.0
47,7.00384702724036,0.11254591455667894,0.3935724779745948,7.273486529043549,6.879914051068954,8.491510169244156e-06,2,50225.0,8225.0
48,7.0053874285858475,0.11375403549727625,0.40627412151215925,7.286188172581113,6.879914051068954,9.060932138641928e-06,2,50400.0,8400.0
49,7.006915442823234,0.11491248945686391,0.40627412151215925,7.286188172581113,6.879914051068954,8.479740117826886e-06,2,50575.0,8575.0
