,index,y,lables
20016,20016,0.392331,3
20017,20017,0.391049,3
20018,20018,0.394893,3
20019,20019,0.389768,3
20020,20020,0.380799,3
20021,20021,0.374393,3
20022,20022,0.366706,3
20023,20023,0.362862,3
20024,20024,0.353893,3
20025,20025,0.35133,3
20026,20026,0.348768,3
20027,20027,0.350049,3
20028,20028,0.348768,3
20029,20029,0.346205,3
20030,20030,0.344924,3
20031,20031,0.343643,3
20032,20032,0.338518,3
20033,20033,0.356455,3
20034,20034,0.364143,3
20035,20035,0.365424,3
20036,20036,0.375674,3
20037,20037,0.371831,3
20038,20038,0.370549,3
20039,20039,0.380799,3
20040,20040,0.370549,3
20041,20041,0.370549,3
20042,20042,0.357737,3
20043,20043,0.366706,3
20044,20044,0.367987,3
20045,20045,0.366706,3
20046,20046,0.366706,3
20047,20047,0.367987,3
20048,20048,0.365424,3
20049,20049,0.369268,3
20050,20050,0.352612,3
20051,20051,0.348768,3
20052,20052,0.355174,3
20053,20053,0.393612,3
20054,20054,0.539675,3
20055,20055,1.053458,3
20056,20056,1.316184,3
20057,20057,1.120152,3
20058,20058,0.962558,3
20059,20059,0.858776,3
20060,20060,0.669151,3
20061,20061,0.465431,3
20062,20062,0.507643,3
20063,20063,0.461518,3
20064,20064,0.438456,3
20065,20065,0.424362,3
20066,20066,0.417956,3
20067,20067,0.412831,3
20068,20068,0.406424,3
20069,20069,0.401299,3
20070,20070,0.400018,3
20071,20071,0.398737,3
20072,20072,0.396174,3
20073,20073,0.392331,3
20074,20074,0.391049,3
20075,20075,0.389768,3
20076,20076,0.388487,3
20077,20077,0.385924,3
20078,20078,0.384643,3
20079,20079,0.383362,3
20080,20080,0.382081,3
20081,20081,0.379518,3
20082,20082,0.379518,3
20083,20083,0.378237,3
20084,20084,0.376956,3
20085,20085,0.376956,3
20086,20086,0.378237,3
20087,20087,0.376956,3
20088,20088,0.374393,3
20089,20089,0.373112,3
20090,20090,0.373112,3
20091,20091,0.374393,3
20092,20092,0.374393,3
20093,20093,0.373112,3
20094,20094,0.374393,3
20095,20095,0.374393,3
20096,20096,0.371831,3
20097,20097,0.373112,3
20098,20098,0.371831,3
20099,20099,0.375674,3
20100,20100,0.380799,3
20101,20101,0.393612,3
20102,20102,0.392331,3
20103,20103,0.389768,3
20104,20104,0.393612,3
20105,20105,0.405143,3
20106,20106,0.407706,3
20107,20107,0.405143,3
20108,20108,0.406424,3
20109,20109,0.403862,3
20110,20110,0.400018,3
20111,20111,0.400018,3
20112,20112,0.400018,3
20113,20113,0.400018,3
20114,20114,0.398737,3
20115,20115,0.398737,3
20116,20116,0.398737,3
20117,20117,0.396174,3
20118,20118,0.396174,3
20119,20119,0.394893,3
20120,20120,0.394893,3
20121,20121,0.393612,3
20122,20122,0.393612,3
20123,20123,0.392331,3
20124,20124,0.392331,3
20125,20125,0.393612,3
20126,20126,0.393612,3
20127,20127,0.392331,3
20128,20128,0.392331,3
20129,20129,0.394893,3
20130,20130,0.391049,3
20131,20131,0.389768,3
20132,20132,0.389768,3
20133,20133,0.392331,3
20134,20134,0.391049,3
20135,20135,0.392331,3
20136,20136,0.393612,3
20137,20137,0.393612,3
20138,20138,0.393612,3
20139,20139,0.392331,3
20140,20140,0.392331,3
20141,20141,0.391049,3
20142,20142,0.392331,3
20143,20143,0.392331,3
20144,20144,0.391049,3
20145,20145,0.389768,3
20146,20146,0.389768,3
20147,20147,0.391049,3
20148,20148,0.389768,3
20149,20149,0.391049,3
20150,20150,0.391049,3
20151,20151,0.389768,3
20152,20152,0.389768,3
20153,20153,0.389768,3
20154,20154,0.387206,3
20155,20155,0.388487,3
20156,20156,0.387206,3
20157,20157,0.387206,3
20158,20158,0.388487,3
20159,20159,0.388487,3
20160,20160,0.387206,3
20161,20161,0.387206,3
20162,20162,0.387206,3
20163,20163,0.387206,3
20164,20164,0.388487,3
20165,20165,0.387206,3
20166,20166,0.388487,3
20167,20167,0.387206,3
20168,20168,0.387206,3
20169,20169,0.387206,3
20170,20170,0.387206,3
20171,20171,0.385924,3
20172,20172,0.387206,3
20173,20173,0.387206,3
20174,20174,0.388487,3
20175,20175,0.388487,3
20176,20176,0.387206,3
20177,20177,0.387206,3
20178,20178,0.387206,3
20179,20179,0.385924,3
20180,20180,0.387206,3
20181,20181,0.388487,3
20182,20182,0.385924,3
20183,20183,0.387206,3
20184,20184,0.385924,3
20185,20185,0.385924,3
20186,20186,0.385924,3
20187,20187,0.385924,3
20188,20188,0.385924,3
20189,20189,0.384643,3
20190,20190,0.385924,3
20191,20191,0.385924,3
20192,20192,0.388487,3
20193,20193,0.387206,3
20194,20194,0.388487,3
20195,20195,0.388487,3
20196,20196,0.388487,3
20197,20197,0.388487,3
20198,20198,0.389768,3
20199,20199,0.389768,3
20200,20200,0.389768,3
20201,20201,0.391049,3
20202,20202,0.388487,3
20203,20203,0.391049,3
20204,20204,0.389768,3
20205,20205,0.388487,3
20206,20206,0.388487,3
20207,20207,0.389768,3
20208,20208,0.387206,3
20209,20209,0.388487,3
20210,20210,0.388487,3
20211,20211,0.388487,3
20212,20212,0.387206,3
20213,20213,0.387206,3
20214,20214,0.388487,3
20215,20215,0.387206,3
20216,20216,0.387206,3
20217,20217,0.387206,3
20218,20218,0.388487,3
20219,20219,0.387206,3
20220,20220,0.385924,3
20221,20221,0.387206,3
20222,20222,0.387206,3
20223,20223,0.388487,3
20224,20224,0.385924,3
20225,20225,0.389768,3
20226,20226,0.388487,3
20227,20227,0.388487,3
20228,20228,0.387206,3
20229,20229,0.387206,3
20230,20230,0.385924,3
20231,20231,0.384643,3
20232,20232,0.387206,3
20233,20233,0.387206,3
20234,20234,0.388487,3
20235,20235,0.385924,3
20236,20236,0.387206,3
20237,20237,0.387206,3
20238,20238,0.385924,3
20239,20239,0.385924,3
20240,20240,0.387206,3
20241,20241,0.388487,3
20242,20242,0.388487,3
20243,20243,0.388487,3
20244,20244,0.387206,3
20245,20245,0.387206,3
20246,20246,0.388487,3
20247,20247,0.388487,3
20248,20248,0.388487,3
20249,20249,0.388487,3
20250,20250,0.387206,3
20251,20251,0.388487,3
20252,20252,0.387206,3
20253,20253,0.387206,3
20254,20254,0.387206,3
20255,20255,0.387206,3
20256,20256,0.385924,3
20257,20257,0.387206,3
20258,20258,0.389768,3
20259,20259,0.387206,3
20260,20260,0.387206,3
20261,20261,0.385924,3
20262,20262,0.387206,3
20263,20263,0.385924,3
20264,20264,0.384643,3
20265,20265,0.384643,3
20266,20266,0.384643,3
20267,20267,0.383362,3
20268,20268,0.384643,3
20269,20269,0.388487,3
20270,20270,0.384643,3
20271,20271,0.379518,3
20272,20272,0.380799,3
20273,20273,0.382081,3
20274,20274,0.379518,3
20275,20275,0.380799,3
20276,20276,0.375674,3
20277,20277,0.379518,3
20278,20278,0.379518,3
20279,20279,0.380799,3
20280,20280,0.384643,3
20281,20281,0.382081,3
20282,20282,0.382081,3
20283,20283,0.384643,3
20284,20284,0.383362,3
20285,20285,0.382081,3
20286,20286,0.382081,3
20287,20287,0.382081,3
20288,20288,0.380799,3
20289,20289,0.379518,3
20290,20290,0.380799,3
20291,20291,0.379518,3
20292,20292,0.378237,3
20293,20293,0.378237,3
20294,20294,0.376956,3
20295,20295,0.378237,3
20296,20296,0.376956,3
20297,20297,0.376956,3
20298,20298,0.378237,3
20299,20299,0.378237,3
20300,20300,0.379518,3
20301,20301,0.379518,3
20302,20302,0.380799,3
20303,20303,0.382081,3
20304,20304,0.383362,3
20305,20305,0.382081,3
20306,20306,0.383362,3
20307,20307,0.383362,3
20308,20308,0.382081,3
20309,20309,0.379518,3
20310,20310,0.383362,3
20311,20311,0.385924,3
20312,20312,0.388487,3
20313,20313,0.391049,3
20314,20314,0.391049,3
20315,20315,0.391049,3
20316,20316,0.391049,3
20317,20317,0.389768,3
20318,20318,0.389768,3
20319,20319,0.392331,3
20320,20320,0.394893,3
20321,20321,0.396174,3
20322,20322,0.397456,3
20323,20323,0.397456,3
20324,20324,0.400018,3
20325,20325,0.402581,3
20326,20326,0.403862,3
20327,20327,0.406424,3
20328,20328,0.407706,3
20329,20329,0.408987,3
20330,20330,0.411549,3
20331,20331,0.415393,3
20332,20332,0.416674,3
20333,20333,0.416674,3
20334,20334,0.417956,3
20335,20335,0.417956,3
20336,20336,0.417956,3
20337,20337,0.414112,3
20338,20338,0.414112,3
20339,20339,0.414112,3
20340,20340,0.411549,3
20341,20341,0.411549,3
20342,20342,0.410268,3
