,index,y,lables
7330,7330,0.167838,3
7331,7331,0.166559,3
7332,7332,0.167838,3
7333,7333,0.166559,3
7334,7334,0.167838,3
7335,7335,0.16528,3
7336,7336,0.167838,3
7337,7337,0.16528,3
7338,7338,0.16528,3
7339,7339,0.164001,3
7340,7340,0.166559,3
7341,7341,0.166559,3
7342,7342,0.167838,3
7343,7343,0.167838,3
7344,7344,0.167838,3
7345,7345,0.167838,3
7346,7346,0.167838,3
7347,7347,0.167838,3
7348,7348,0.166559,3
7349,7349,0.167838,3
7350,7350,0.16528,3
7351,7351,0.169117,3
7352,7352,0.166559,3
7353,7353,0.167838,3
7354,7354,0.167838,3
7355,7355,0.167838,3
7356,7356,0.167838,3
7357,7357,0.167838,3
7358,7358,0.166559,3
7359,7359,0.16528,3
7360,7360,0.167838,3
7361,7361,0.16528,3
7362,7362,0.166559,3
7363,7363,0.16528,3
7364,7364,0.16528,3
7365,7365,0.16528,3
7366,7366,0.16528,3
7367,7367,0.166559,3
7368,7368,0.166559,3
7369,7369,0.166559,3
7370,7370,0.16528,3
7371,7371,0.160163,3
7372,7372,0.164001,3
7373,7373,0.16528,3
7374,7374,0.16528,3
7375,7375,0.167838,3
7376,7376,0.166559,3
7377,7377,0.166559,3
7378,7378,0.169117,3
7379,7379,0.166559,3
7380,7380,0.164001,3
7381,7381,0.166559,3
7382,7382,0.166559,3
7383,7383,0.166559,3
7384,7384,0.167838,3
7385,7385,0.167838,3
7386,7386,0.167838,3
7387,7387,0.167838,3
7388,7388,0.161442,3
7389,7389,0.167838,3
7390,7390,0.169117,3
7391,7391,0.169117,3
7392,7392,0.167838,3
7393,7393,0.169117,3
7394,7394,0.166559,3
7395,7395,0.167838,3
7396,7396,0.167838,3
7397,7397,0.166559,3
7398,7398,0.167838,3
7399,7399,0.167838,3
7400,7400,0.169117,3
7401,7401,0.167838,3
7402,7402,0.169117,3
7403,7403,0.167838,3
7404,7404,0.169117,3
7405,7405,0.166559,3
7406,7406,0.167838,3
7407,7407,0.162722,3
7408,7408,0.169117,3
7409,7409,0.167838,3
7410,7410,0.169117,3
7411,7411,0.170397,3
7412,7412,0.169117,3
7413,7413,0.167838,3
7414,7414,0.167838,3
7415,7415,0.167838,3
7416,7416,0.164001,3
7417,7417,0.167838,3
7418,7418,0.167838,3
7419,7419,0.169117,3
7420,7420,0.167838,3
7421,7421,0.167838,3
7422,7422,0.169117,3
7423,7423,0.169117,3
7424,7424,0.167838,3
7425,7425,0.167838,3
7426,7426,0.161442,3
7427,7427,0.166559,3
7428,7428,0.166559,3
7429,7429,0.167838,3
7430,7430,0.166559,3
7431,7431,0.167838,3
7432,7432,0.169117,3
7433,7433,0.169117,3
7434,7434,0.167838,3
7435,7435,0.167838,3
7436,7436,0.167838,3
7437,7437,0.167838,3
7438,7438,0.167838,3
7439,7439,0.167838,3
7440,7440,0.167838,3
7441,7441,0.167838,3
7442,7442,0.167838,3
7443,7443,0.166559,3
7444,7444,0.169117,3
7445,7445,0.167838,3
7446,7446,0.167838,3
7447,7447,0.167838,3
7448,7448,0.167838,3
7449,7449,0.166559,3
7450,7450,0.167838,3
7451,7451,0.167838,3
7452,7452,0.167838,3
7453,7453,0.167838,3
7454,7454,0.167838,3
7455,7455,0.169117,3
7456,7456,0.166559,3
7457,7457,0.167838,3
7458,7458,0.16528,3
7459,7459,0.167838,3
7460,7460,0.161442,3
7461,7461,0.167838,3
7462,7462,0.161442,3
7463,7463,0.166559,3
7464,7464,0.166559,3
7465,7465,0.167838,3
7466,7466,0.169117,3
7467,7467,0.167838,3
7468,7468,0.167838,3
7469,7469,0.166559,3
7470,7470,0.166559,3
7471,7471,0.167838,3
7472,7472,0.169117,3
7473,7473,0.169117,3
7474,7474,0.171676,3
7475,7475,0.170397,3
7476,7476,0.171676,3
7477,7477,0.171676,3
7478,7478,0.171676,3
7479,7479,0.16528,3
7480,7480,0.170397,3
7481,7481,0.171676,3
7482,7482,0.174234,3
7483,7483,0.172955,3
7484,7484,0.172955,3
7485,7485,0.171676,3
7486,7486,0.172955,3
7487,7487,0.172955,3
7488,7488,0.174234,3
7489,7489,0.171676,3
7490,7490,0.171676,3
7491,7491,0.171676,3
7492,7492,0.172955,3
7493,7493,0.169117,3
7494,7494,0.171676,3
7495,7495,0.172955,3
7496,7496,0.171676,3
7497,7497,0.171676,3
7498,7498,0.171676,3
7499,7499,0.172955,3
7500,7500,0.172955,3
7501,7501,0.174234,3
7502,7502,0.172955,3
7503,7503,0.172955,3
7504,7504,0.172955,3
7505,7505,0.172955,3
7506,7506,0.172955,3
7507,7507,0.172955,3
7508,7508,0.171676,3
7509,7509,0.171676,3
7510,7510,0.174234,3
7511,7511,0.172955,3
7512,7512,0.171676,3
7513,7513,0.172955,3
7514,7514,0.171676,3
7515,7515,0.171676,3
7516,7516,0.172955,3
7517,7517,0.171676,3
7518,7518,0.172955,3
7519,7519,0.171676,3
7520,7520,0.170397,3
7521,7521,0.171676,3
7522,7522,0.170397,3
7523,7523,0.171676,3
7524,7524,0.170397,3
7525,7525,0.170397,3
7526,7526,0.167838,3
7527,7527,0.170397,3
7528,7528,0.170397,3
7529,7529,0.170397,3
7530,7530,0.170397,3
7531,7531,0.171676,3
7532,7532,0.170397,3
7533,7533,0.171676,3
7534,7534,0.170397,3
7535,7535,0.170397,3
7536,7536,0.170397,3
7537,7537,0.169117,3
7538,7538,0.169117,3
7539,7539,0.169117,3
7540,7540,0.161442,3
7541,7541,0.170397,3
7542,7542,0.169117,3
7543,7543,0.171676,3
7544,7544,0.169117,3
7545,7545,0.169117,3
7546,7546,0.169117,3
7547,7547,0.169117,3
7548,7548,0.167838,3
7549,7549,0.169117,3
7550,7550,0.167838,3
7551,7551,0.169117,3
7552,7552,0.170397,3
7553,7553,0.167838,3
7554,7554,0.170397,3
7555,7555,0.169117,3
7556,7556,0.169117,3
7557,7557,0.167838,3
7558,7558,0.170397,3
7559,7559,0.166559,3
7560,7560,0.167838,3
7561,7561,0.170397,3
7562,7562,0.167838,3
7563,7563,0.167838,3
7564,7564,0.170397,3
7565,7565,0.169117,3
7566,7566,0.170397,3
