,index,y,lables
14454,14454,1.421498,2
14455,14455,1.421498,2
14456,14456,1.404869,2
14457,14457,1.397194,2
14458,14458,1.399752,2
14459,14459,1.408706,2
14460,14460,1.383123,2
14461,14461,1.384402,2
14462,14462,1.395915,2
14463,14463,1.398473,2
14464,14464,1.399752,2
14465,14465,1.386961,2
14466,14466,1.381844,2
14467,14467,1.370331,2
14468,14468,1.362656,2
14469,14469,1.35626,2
14470,14470,1.354981,2
14471,14471,1.358819,2
14472,14472,1.394636,2
14473,14473,1.454757,2
14474,14474,1.518716,2
14475,14475,1.563586,2
14476,14476,1.600682,2
14477,14477,1.627544,2
14478,14478,1.644174,2
14479,14479,1.642894,2
14480,14480,1.617311,2
14481,14481,1.607077,2
14482,14482,1.601961,2
14483,14483,1.596844,2
14484,14484,1.585331,2
14485,14485,1.577656,2
14486,14486,1.576377,2
14487,14487,1.581494,2
14488,14488,1.61859,2
14489,14489,1.648011,2
14490,14490,1.66464,2
14491,14491,1.677432,2
14492,14492,1.672315,2
14493,14493,1.662082,2
14494,14494,1.642894,2
14495,14495,1.636498,2
14496,14496,1.623707,2
14497,14497,1.590448,2
14498,14498,1.571261,2
14499,14499,1.563586,2
14500,14500,1.561027,2
14501,14501,1.585331,2
14502,14502,1.623707,2
14503,14503,1.678711,2
14504,14504,1.722203,2
14505,14505,1.751624,2
14506,14506,1.795116,2
14507,14507,1.809187,2
14508,14508,1.813025,2
14509,14509,1.791279,2
14510,14510,1.777208,2
14511,14511,1.750345,2
14512,14512,1.715807,2
14513,14513,1.69662,2
14514,14514,1.682549,2
14515,14515,1.66464,2
14516,14516,1.644174,2
14517,14517,1.630103,2
14518,14518,1.622428,2
14519,14519,1.608357,2
14520,14520,1.595565,2
14521,14521,1.586611,2
14522,14522,1.585331,2
14523,14523,1.581494,2
14524,14524,1.593006,2
14525,14525,1.586611,2
14526,14526,1.593006,2
14527,14527,1.58789,2
14528,14528,1.608357,2
14529,14529,1.630103,2
14530,14530,1.658244,2
14531,14531,1.676153,2
14532,14532,1.695341,2
14533,14533,1.706853,2
14534,14534,1.706853,2
14535,14535,1.69662,2
14536,14536,1.683828,2
14537,14537,1.673594,2
14538,14538,1.668478,2
14539,14539,1.653128,2
14540,14540,1.631382,2
14541,14541,1.623707,2
14542,14542,1.635219,2
14543,14543,1.674874,2
14544,14544,1.736274,2
14545,14545,1.814304,2
14546,14546,1.865471,2
14547,14547,1.900008,2
14548,14548,1.916638,2
14549,14549,1.949896,2
14550,14550,1.96013,2
14551,14551,1.95885,2
14552,14552,1.992109,2
14553,14553,2.049871,2
14554,14554,2.129179,2
14555,14555,2.203372,2
14556,14556,2.246864,2
14557,14557,2.269889,2
14558,14558,2.295472,2
14559,14559,2.259655,2
14560,14560,2.188022,2
14561,14561,2.115109,2
14562,14562,2.078013,2
14563,14563,2.028125,2
14564,14564,1.993587,2
14565,14565,2.011496,2
14566,14566,2.071617,2
14567,14567,2.167555,2
14568,14568,2.255818,2
14569,14569,2.248143,2
14570,14570,2.232793,2
14571,14571,2.19058,2
14572,14572,2.154763,2
14573,14573,2.089525,2
14574,14574,2.054987,2
14575,14575,2.023008,2
14576,14576,1.961608,2
14577,14577,1.895091,2
14578,14578,1.875903,2
14579,14579,1.878461,2
14580,14580,1.84904,2
14581,14581,1.870786,2
14582,14582,1.919395,2
14583,14583,1.937303,2
14584,14584,1.938583,2
14585,14585,1.916837,2
14586,14586,1.907882,2
14587,14587,1.962887,2
14588,14588,2.135576,2
14589,14589,2.272447,2
14590,14590,2.344081,2
14591,14591,2.379898,2
14592,14592,2.37606,2
14593,14593,2.354314,2
14594,14594,2.336406,2
14595,14595,2.308264,2
14596,14596,2.250701,2
14597,14597,2.182905,2
14598,14598,2.134296,2
14599,14599,2.086967,2
14600,14600,2.05115,2
14601,14601,2.021729,2
14602,14602,1.999983,2
14603,14603,1.980795,2
14604,14604,1.961608,2
14605,14605,1.955212,2
14606,14606,1.937303,2
14607,14607,1.929628,2
14608,14608,1.929628,2
14609,14609,1.934745,2
14610,14610,1.94242,2
14611,14611,1.970562,2
14612,14612,2.019171,2
14613,14613,2.052429,2
14614,14614,2.074175,2
14615,14615,2.075454,2
14616,14616,2.0665,2
14617,14617,2.038358,2
14618,14618,2.02045,2
14619,14619,2.006379,2
14620,14620,1.992308,2
14621,14621,1.974399,2
14622,14622,1.961608,2
14623,14623,1.950095,2
14624,14624,1.939862,2
14625,14625,1.938583,2
14626,14626,1.92707,2
14627,14627,1.916837,2
14628,14628,1.902766,2
14629,14629,1.898928,2
14630,14630,1.905324,2
14631,14631,1.91172,2
14632,14632,1.909162,2
14633,14633,1.906603,2
14634,14634,1.900207,2
14635,14635,1.898928,2
14636,14636,1.902766,2
14637,14637,1.904045,2
14638,14638,1.907882,2
14639,14639,1.907882,2
14640,14640,1.905324,2
14641,14641,1.91172,2
14642,14642,1.928349,2
14643,14643,1.937303,2
14644,14644,1.94242,2
14645,14645,1.946258,2
14646,14646,1.95777,2
14647,14647,1.969283,2
14648,14648,1.971841,2
14649,14649,1.961608,2
14650,14650,1.947537,2
14651,14651,1.94242,2
14652,14652,1.953933,2
14653,14653,1.98975,2
14654,14654,2.048592,2
14655,14655,2.107434,2
14656,14656,2.134296,2
14657,14657,2.150926,2
14658,14658,2.164996,2
14659,14659,2.161159,2
14660,14660,2.131738,2
14661,14661,2.11255,2
14662,14662,2.092083,2
14663,14663,2.067779,2
14664,14664,2.042196,2
14665,14665,2.031962,2
14666,14666,2.017891,2
14667,14667,2.0051,2
14668,14668,1.996145,2
14669,14669,1.992308,2
14670,14670,1.991029,2
14671,14671,2.002541,2
14672,14672,1.980795,2
14673,14673,1.978237,2
14674,14674,1.970562,2
14675,14675,1.976958,2
14676,14676,1.965445,2
14677,14677,1.964166,2
14678,14678,1.966724,2
14679,14679,1.956491,2
14680,14680,1.950095,2
14681,14681,1.944978,2
14682,14682,1.937303,2
14683,14683,1.947537,2
14684,14684,1.962887,2
14685,14685,1.970562,2
14686,14686,1.985912,2
14687,14687,1.985912,2
14688,14688,1.984633,2
14689,14689,1.959049,2
14690,14690,1.95777,2
14691,14691,1.95777,2
14692,14692,1.956491,2
14693,14693,1.965445,2
14694,14694,1.974399,2
14695,14695,1.980795,2
14696,14696,1.979516,2
14697,14697,1.985912,2
14698,14698,1.983354,2
14699,14699,1.982074,2
14700,14700,1.974399,2
14701,14701,1.978237,2
14702,14702,1.971841,2
14703,14703,1.98847,2
14704,14704,2.025567,2
14705,14705,2.058825,2
14706,14706,2.08185,2
14707,14707,2.102317,2
14708,14708,2.116388,2
14709,14709,2.117667,2
14710,14710,2.111271,2
14711,14711,2.108713,2
14712,14712,2.104875,2
14713,14713,2.101038,2
14714,14714,2.099759,2
14715,14715,2.090804,2
14716,14716,2.106154,2
14717,14717,2.167555,2
