,index,y,lables
7631,7631,3.078297,2
7632,7632,3.071901,2
7633,7633,3.087252,2
7634,7634,3.143539,2
7635,7635,3.12435,2
7636,7636,3.115395,2
7637,7637,3.102603,2
7638,7638,3.119233,2
7639,7639,3.116674,2
7640,7640,3.10772,2
7641,7641,3.111557,2
7642,7642,3.103882,2
7643,7643,3.101324,2
7644,7644,3.105161,2
7645,7645,3.12435,2
7646,7646,3.151214,2
7647,7647,3.172962,2
7648,7648,3.215177,2
7649,7649,3.207501,2
7650,7650,3.195988,2
7651,7651,3.222852,2
7652,7652,3.185754,2
7653,7653,3.114116,2
7654,7654,3.091089,2
7655,7655,3.041199,2
7656,7656,3.02201,2
7657,7657,3.033523,2
7658,7658,3.029685,2
7659,7659,3.028406,2
7660,7660,3.023289,2
7661,7661,3.024568,2
7662,7662,3.024568,2
7663,7663,3.028406,2
7664,7664,3.057829,2
7665,7665,3.167845,2
7666,7666,3.171682,2
7667,7667,3.100044,2
7668,7668,3.078297,2
7669,7669,3.02201,2
7670,7670,3.042478,2
7671,7671,3.092369,2
7672,7672,3.134584,2
7673,7673,3.112837,2
7674,7674,3.092369,2
7675,7675,3.075738,2
7676,7676,3.052712,2
7677,7677,3.115395,2
7678,7678,3.143539,2
7679,7679,3.119233,2
7680,7680,3.114116,2
7681,7681,3.119233,2
7682,7682,3.135863,2
7683,7683,3.082135,2
7684,7684,3.098765,2
7685,7685,3.143539,2
7686,7686,3.078297,2
7687,7687,3.053991,2
7688,7688,3.061667,2
7689,7689,3.05527,2
7690,7690,3.045037,2
7691,7691,3.060387,2
7692,7692,3.077018,2
7693,7693,3.119233,2
7694,7694,3.088531,2
7695,7695,3.082135,2
7696,7696,3.068063,2
7697,7697,3.07318,2
7698,7698,3.060387,2
7699,7699,3.066784,2
7700,7700,3.051433,2
7701,7701,3.048874,2
7702,7702,3.037361,2
7703,7703,3.034802,2
7704,7704,3.05655,2
7705,7705,3.039919,2
7706,7706,3.069342,2
7707,7707,3.08981,2
7708,7708,3.075738,2
7709,7709,3.075738,2
7710,7710,3.068063,2
7711,7711,3.062946,2
7712,7712,3.060387,2
7713,7713,3.074459,2
7714,7714,3.100044,2
7715,7715,3.135863,2
7716,7716,3.164007,2
7717,7717,3.174241,2
7718,7718,3.189592,2
7719,7719,3.189592,2
7720,7720,3.189592,2
7721,7721,3.178079,2
7722,7722,3.180637,2
7723,7723,3.15889,2
7724,7724,3.166565,2
7725,7725,3.15889,2
7726,7726,3.126909,2
7727,7727,3.112837,2
7728,7728,3.096206,2
7729,7729,3.111557,2
7730,7730,3.075738,2
7731,7731,3.106441,2
7732,7732,3.116674,2
7733,7733,3.111557,2
7734,7734,3.105161,2
7735,7735,3.125629,2
7736,7736,3.195988,2
7737,7737,3.156331,2
7738,7738,3.119233,2
7739,7739,3.083414,2
7740,7740,3.077018,2
7741,7741,3.066784,2
7742,7742,3.061667,2
7743,7743,3.053991,2
7744,7744,3.05655,2
7745,7745,3.060387,2
7746,7746,3.071901,2
7747,7747,3.020731,2
7748,7748,3.006659,2
7749,7749,3.006659,2
7750,7750,2.996425,2
7751,7751,3.001542,2
7752,7752,3.006659,2
7753,7753,3.042478,2
7754,7754,3.051433,2
7755,7755,3.043757,2
7756,7756,3.065505,2
7757,7757,3.079576,2
7758,7758,3.068063,2
7759,7759,3.129467,2
7760,7760,3.07318,2
7761,7761,3.064225,2
7762,7762,3.062946,2
7763,7763,3.061667,2
7764,7764,3.061667,2
7765,7765,3.068063,2
7766,7766,3.05527,2
7767,7767,3.080856,2
7768,7768,3.088531,2
7769,7769,3.084693,2
7770,7770,3.085973,2
7771,7771,3.066784,2
7772,7772,3.052712,2
7773,7773,3.05527,2
7774,7774,3.068063,2
7775,7775,3.062946,2
7776,7776,3.068063,2
7777,7777,3.05527,2
7778,7778,3.062946,2
7779,7779,3.043757,2
7780,7780,3.029685,2
7781,7781,3.030965,2
7782,7782,3.029685,2
7783,7783,3.068063,2
7784,7784,3.12435,2
7785,7785,3.120512,2
7786,7786,3.125629,2
7787,7787,3.082135,2
7788,7788,3.096206,2
7789,7789,3.096206,2
7790,7790,3.106441,2
7791,7791,3.134584,2
7792,7792,3.129467,2
7793,7793,3.12435,2
7794,7794,3.139701,2
7795,7795,3.148656,2
7796,7796,3.147377,2
7797,7797,3.126909,2
7798,7798,3.116674,2
7799,7799,3.097486,2
7800,7800,3.068063,2
7801,7801,3.096206,2
7802,7802,3.108999,2
7803,7803,3.084693,2
7804,7804,3.079576,2
7805,7805,3.080856,2
7806,7806,3.093648,2
7807,7807,3.121792,2
7808,7808,3.143539,2
7809,7809,3.156331,2
7810,7810,3.134584,2
7811,7811,3.146097,2
7812,7812,3.162728,2
7813,7813,3.152493,2
7814,7814,3.160169,2
7815,7815,3.147377,2
7816,7816,3.139701,2
7817,7817,3.134584,2
7818,7818,3.12435,2
7819,7819,3.119233,2
7820,7820,3.10772,2
7821,7821,3.102603,2
7822,7822,3.096206,2
7823,7823,3.117954,2
7824,7824,3.263788,2
7825,7825,3.36357,2
7826,7826,3.307283,2
7827,7827,3.267626,2
7828,7828,3.272743,2
7829,7829,3.265068,2
7830,7830,3.253554,2
7831,7831,3.245879,2
7832,7832,3.272743,2
7833,7833,3.309841,2
7834,7834,3.252275,2
7835,7835,3.268905,2
7836,7836,3.252275,2
7837,7837,3.227969,2
7838,7838,3.224132,2
7839,7839,3.213898,2
