,Unnamed: 0ECG,meanHrECG,medianHrECG,stdHrECG,varHrECG,meanHrvECG,medianHrvECG,stdHrvECG,varHrvECG,rmssdECG,sdnnECG,nn50ECG,pnn50ECG,mrriECG,mhrECG,Unnamed: 0EDA,meanEDA,stdEDA,rangeEDA,maxEDA,minEDA,slopeEDA,labelEDA,endEDA,startEDA,Unnamed: 0EDAwrist,meanEDAwrist,stdEDAwrist,rangeEDAwrist,maxEDAwrist,minEDAwrist,slopeEDAwrist,labelEDAwrist,endEDAwrist,startEDAwrist,stress,amuse,subject
0,0.0,92.41904439892056,93.22985957132299,13.871692952296705,192.423865362798,665.0487012987014,643.5714285714286,107.21511608035564,11495.081116124136,99.0111796681204,107.82953438309464,33.0,37.5,665.0487012987014,92.41904439892056,0,15.599717303019489,0.1540382582918608,0.7327467834513488,15.948719533859384,15.215972750408035,1.4052320320952255e-05,2,42000.0,0.0,0.0,6.372287457142857,0.16891731515271174,1.1238910000000004,7.115355,5.991464,0.0005776547619047613,2.0,420.0,0.0,1.0,0.0,7
1,1.0,92.06311561833424,93.12638580931265,13.72695264254135,188.42922885057305,667.3376623376623,644.2857142857142,106.42425290161572,11326.12160566706,99.4941463167653,107.03413900003738,34.0,38.63636363636363,667.3376623376623,92.06311561833424,1,15.602145206618886,0.15359801237684514,0.7327467834513488,15.948719533859384,15.215972750408035,1.4468209093394967e-05,2,42175.0,175.0,1.0,6.37287425,0.1697230788371286,1.1238910000000004,7.115355,5.991464,0.000596983333333332,2.0,421.0,1.0,1.0,0.0,7
2,2.0,92.06311561833424,93.12638580931265,13.72695264254135,188.42922885057305,667.3376623376623,644.2857142857142,106.42425290161572,11326.12160566706,99.4941463167653,107.03413900003738,34.0,38.63636363636363,667.3376623376623,92.06311561833424,2,15.60474078077127,0.15310166464030994,0.7327467834513488,15.948719533859384,15.215972750408035,1.5332381144133932e-05,2,42350.0,350.0,2.0,6.373407271428572,0.1704012502980836,1.1238910000000004,7.115355,5.991464,0.0007249095238095237,2.0,422.0,2.0,1.0,0.0,7
3,3.0,91.80700542536538,92.92080879869609,13.515663070181176,182.67314822665924,668.7987012987013,645.7142857142858,105.3272324621123,11093.825898127849,99.83436904821869,105.9308318589834,35.0,39.77272727272727,668.7987012987013,91.80700542536538,3,15.607465193088027,0.15282066857995816,0.7327467834513488,15.948719533859384,15.215972750408035,1.6187916467867707e-05,2,42525.0,525.0,3.0,6.373373769047617,0.1703979944296559,1.1238910000000004,7.115355,5.991464,-8.528333333333345e-05,2.0,423.0,3.0,1.0,0.0,7
4,4.0,91.80700542536538,92.92080879869609,13.515663070181176,182.67314822665924,668.7987012987013,645.7142857142858,105.3272324621123,11093.825898127849,99.83436904821869,105.9308318589834,35.0,39.77272727272727,668.7987012987013,91.80700542536538,4,15.61037630016994,0.15265799335587416,0.7688243181953993,15.984797068603434,15.215972750408035,1.7346584503692672e-05,2,42700.0,700.0,4.0,6.373187971428572,0.17039097703891298,1.1238910000000004,7.115355,5.991464,0.0006365785714285704,2.0,424.0,4.0,1.0,0.0,7
5,5.0,91.56452013362872,92.71523178807949,13.401437136189164,179.59851731523,670.3776683087028,647.1428571428571,104.89015729940051,11001.945098292983,100.4013067719676,105.49822127628114,35.0,40.22988505747128,670.3776683087028,91.56452013362872,5,15.613614918586194,0.15330518366848686,0.8524596012663146,16.06843235167435,15.215972750408035,1.9844686485630685e-05,2,42875.0,875.0,5.0,6.373946383333332,0.16976238239763866,1.1238910000000004,7.115355,5.991464,0.0005756619047619049,2.0,425.0,5.0,1.0,0.0,7
6,6.0,91.5416533003599,92.30947585027607,13.326781932730697,177.6031166825573,670.3733766233768,650.0,104.29249540268114,10876.924597318268,99.83953816123476,104.89016502573787,35.0,39.77272727272727,670.3733766233768,91.5416533003599,6,15.617034096061216,0.15397291241511998,0.8524596012663146,16.06843235167435,15.215972750408035,1.9220920859298112e-05,2,43050.0,1050.0,6.0,6.37528655,0.17021105427233532,1.1238910000000004,7.115355,5.991464,0.0013279833333333332,2.0,426.0,6.0,1.0,0.0,7
7,7.0,91.33009018911049,91.90371991247265,13.255404339860227,175.70574421318534,671.8062397372743,652.8571428571427,104.0253536847999,10821.274209247713,100.40875170088532,104.62840426539385,35.0,40.22988505747128,671.8062397372743,91.33009018911049,7,15.620429180498366,0.15460993511619842,0.8524596012663146,16.06843235167435,15.215972750408035,1.9750785684678235e-05,2,43225.0,1225.0,7.0,6.376748549999999,0.1709499410713554,1.1238910000000004,7.115355,5.991464,0.000980759523809524,2.0,427.0,7.0,1.0,0.0,7
8,8.0,91.33009018911049,91.90371991247265,13.255404339860227,175.70574421318534,671.8062397372743,652.8571428571427,104.0253536847999,10821.274209247713,100.40875170088532,104.62840426539385,35.0,40.22988505747128,671.8062397372743,91.33009018911049,8,15.623907181342002,0.15498668839901927,0.8524596012663146,16.06843235167435,15.215972750408035,1.939660599026828e-05,2,43400.0,1400.0,8.0,6.377668392857142,0.17187983285736758,1.1238910000000004,7.115355,5.991464,0.0014711380952380955,2.0,428.0,8.0,1.0,0.0,7
9,9.0,91.27429090385266,91.50500529246193,13.190146616676197,173.97996776941451,672.0616883116884,655.7142857142858,103.46005161363216,10703.982279895428,99.86397034619236,104.05295074612101,35.0,39.77272727272727,672.0616883116884,91.27429090385266,9,15.627218116443922,0.15510210359015486,0.8524596012663146,16.06843235167435,15.215972750408035,1.852532867891588e-05,2,43575.0,1575.0,9.0,6.379297914285713,0.17272627381744596,1.1238910000000004,7.115355,5.991464,0.0016752095238095235,2.0,429.0,9.0,1.0,0.0,7
