,index,y,lables
6203,6203,4.66809,3
6204,6204,4.66809,3
6205,6205,4.666811,3
6206,6206,4.691116,3
6207,6207,4.706467,3
6208,6208,4.726935,3
6209,6209,4.732052,3
6210,6210,4.741007,3
6211,6211,4.726935,3
6212,6212,4.734611,3
6213,6213,4.712863,3
6214,6214,4.710305,3
6215,6215,4.696233,3
6216,6216,4.685999,3
6217,6217,4.675765,3
6218,6218,4.669369,3
6219,6219,4.664252,3
6220,6220,4.659135,3
6221,6221,4.662973,3
6222,6222,4.671927,3
6223,6223,4.687279,3
6224,6224,4.688558,3
6225,6225,4.714143,3
6226,6226,4.707747,3
6227,6227,4.711584,3
6228,6228,4.703909,3
6229,6229,4.703909,3
6230,6230,4.692396,3
6231,6231,4.692396,3
6232,6232,4.682161,3
6233,6233,4.678324,3
6234,6234,4.660414,3
6235,6235,4.65018,3
6236,6236,4.646342,3
6237,6237,4.65146,3
6238,6238,4.643784,3
6239,6239,4.647622,3
6240,6240,4.637388,3
6241,6241,4.646342,3
6242,6242,4.642505,3
6243,6243,4.641225,3
6244,6244,4.634829,3
6245,6245,4.638667,3
6246,6246,4.596452,3
6247,6247,4.620758,3
6248,6248,4.619478,3
6249,6249,4.622037,3
6250,6250,4.636108,3
6251,6251,4.642505,3
6252,6252,4.652739,3
6253,6253,4.656577,3
6254,6254,4.655297,3
6255,6255,4.647622,3
6256,6256,4.647622,3
6257,6257,4.628433,3
6258,6258,4.634829,3
6259,6259,4.627154,3
6260,6260,4.630991,3
6261,6261,4.629712,3
6262,6262,4.637388,3
6263,6263,4.632271,3
6264,6264,4.637388,3
6265,6265,4.637388,3
6266,6266,4.638667,3
6267,6267,4.641225,3
6268,6268,4.63355,3
6269,6269,4.636108,3
6270,6270,4.632271,3
6271,6271,4.627154,3
6272,6272,4.619478,3
6273,6273,4.622037,3
6274,6274,4.619478,3
6275,6275,4.620758,3
6276,6276,4.618199,3
6277,6277,4.613082,3
6278,6278,4.611803,3
6279,6279,4.602848,3
6280,6280,4.604127,3
6281,6281,4.610523,3
6282,6282,4.601569,3
6283,6283,4.59901,3
6284,6284,4.592614,3
6285,6285,4.600289,3
6286,6286,4.591335,3
6287,6287,4.59901,3
6288,6288,4.590055,3
6289,6289,4.59901,3
6290,6290,4.579822,3
6291,6291,4.588776,3
6292,6292,4.587497,3
6293,6293,4.605406,3
6294,6294,4.606686,3
6295,6295,4.614361,3
6296,6296,4.615641,3
6297,6297,4.623316,3
6298,6298,4.624595,3
6299,6299,4.61692,3
6300,6300,4.610523,3
6301,6301,4.606686,3
6302,6302,4.605406,3
6303,6303,4.602848,3
6304,6304,4.600289,3
6305,6305,4.59901,3
6306,6306,4.592614,3
6307,6307,4.590055,3
6308,6308,4.588776,3
6309,6309,4.590055,3
6310,6310,4.588776,3
6311,6311,4.588776,3
6312,6312,4.579822,3
6313,6313,4.58238,3
6314,6314,4.583659,3
6315,6315,4.578542,3
6316,6316,4.5811,3
6317,6317,4.577263,3
6318,6318,4.575984,3
6319,6319,4.572146,3
6320,6320,4.58238,3
6321,6321,4.593893,3
6322,6322,4.620758,3
