,index,y,lables
12387,12387,6.481859,2
12388,12388,6.477579,2
12389,12389,6.396986,2
12390,12390,6.418734,2
12391,12391,6.073336,2
12392,12392,6.150091,2
12393,12393,6.155208,2
12394,12394,6.357329,2
12395,12395,6.125785,2
12396,12396,6.106596,2
12397,12397,6.164163,2
12398,12398,6.335582,2
12399,12399,6.084849,2
12400,12400,6.439201,2
12401,12401,6.376518,2
12402,12402,6.37268,2
12403,12403,6.075894,2
12404,12404,6.072056,2
12405,12405,6.118109,2
12406,12406,6.060543,2
12407,12407,6.086128,2
12408,12408,6.079732,2
12409,12409,6.086128,2
12410,12410,6.098921,2
12411,12411,6.101479,2
12412,12412,6.110434,2
12413,12413,6.104038,2
12414,12414,6.120668,2
12415,12415,6.381635,2
12416,12416,6.42513,2
12417,12417,6.349654,2
12418,12418,6.197423,2
12419,12419,6.352212,2
12420,12420,6.336861,2
12421,12421,6.260106,2
12422,12422,6.04775,2
12423,12423,6.098921,2
12424,12424,6.133461,2
12425,12425,6.162883,2
12426,12426,6.156487,2
12427,12427,6.152649,2
12428,12428,6.183351,2
12429,12429,6.174397,2
12430,12430,6.161604,2
12431,12431,6.199981,2
12432,12432,6.208936,2
12433,12433,6.206378,2
12434,12434,6.495489,2
12435,12435,6.379076,2
12436,12436,6.334303,2
12437,12437,6.352212,2
12438,12438,6.347095,2
12439,12439,6.345816,2
12440,12440,6.350933,2
12441,12441,6.371401,2
12442,12442,6.333024,2
12443,12443,6.317673,2
12444,12444,6.347095,2
12445,12445,6.229404,2
12446,12446,6.426409,2
12447,12447,6.451994,2
12448,12448,6.448156,2
12449,12449,6.15137,2
12450,12450,6.210216,2
12451,12451,6.128344,2
12452,12452,6.170558,2
12453,12453,6.239638,2
12454,12454,6.229404,2
12455,12455,6.45967,2
12456,12456,6.386752,2
12457,12457,6.540262,2
12458,12458,6.558172,2
12459,12459,6.52747,2
12460,12460,6.377798,2
12461,12461,6.423851,2
12462,12462,6.436643,2
12463,12463,6.368843,2
12464,12464,6.402103,2
12465,12465,6.420012,2
12466,12466,6.411058,2
12467,12467,6.380356,2
12468,12468,6.366284,2
12469,12469,6.347095,2
12470,12470,6.352212,2
12471,12471,6.349654,2
